epoch,learning_rate,best_val_objective,patience_used,train_samples,train_loss_total,train_loss_heatmap,train_loss_coordinate,train_loss_power,train_loss_direction,train_loss_map,train_location_error_px_mean,train_location_error_px_median,train_location_error_px_p90,train_location_error_px_rmse,train_power_abs_error_db_mean,train_power_abs_error_db_median,train_power_abs_error_db_p90,train_power_abs_error_db_rmse,train_direction_abs_error_deg_mean,train_direction_abs_error_deg_median,train_direction_abs_error_deg_p90,train_direction_abs_error_deg_rmse,train_map_valid_pixels,train_map_rmse_db,train_map_mae_db,val_samples,val_loss_total,val_loss_heatmap,val_loss_coordinate,val_loss_power,val_loss_direction,val_loss_map,val_location_error_px_mean,val_location_error_px_median,val_location_error_px_p90,val_location_error_px_rmse,val_power_abs_error_db_mean,val_power_abs_error_db_median,val_power_abs_error_db_p90,val_power_abs_error_db_rmse,val_direction_abs_error_deg_mean,val_direction_abs_error_deg_median,val_direction_abs_error_deg_p90,val_direction_abs_error_deg_rmse,val_map_valid_pixels,val_map_rmse_db,val_map_mae_db
11,5.936906572928624e-05,3.1095882887020707,0,16384,2.6686481547076255,1.469801812316291,0.18154685161425732,0.058216610726958606,0.049184201714524534,0.22559242602437735,4.084874024227474,2.8277244567871094,8.314379978179934,6.121331628599215,1.8999474106822163,1.527679443359375,3.972386932373048,2.4897594833739722,12.41067958739561,8.234114170074463,27.5915548324585,19.16635343856424,159177198,9.80030112286862,6.6811688489796195,4096,3.1095882887020707,1.685830366332084,0.23771556655992754,0.06236147502204403,0.051655594652402215,0.22575253382092342,5.033673283676308,3.1981297731399536,10.387531757354736,8.02644390556957,1.9455093834549189,1.5207328796386719,4.118154525756836,2.6606562530071405,12.385940720823157,7.810423851013184,27.948997497558594,19.681738589375527,40247970,9.756178368088852,6.677087320188561
12,5.313952597646568e-05,3.032383189536631,0,16384,2.583459638990462,1.4238080231007189,0.17469943429750856,0.05521109500841703,0.04822342279658187,0.22519768137135543,3.969920377149606,2.752149820327759,8.06489124298096,5.959084719153865,1.848725178744644,1.4827022552490234,3.8489608764648446,2.4282217673114883,12.225327173516135,7.992851257324219,26.937458419799807,18.99207939674477,159177198,9.792048470556905,6.669947754561572,4096,3.032383189536631,1.6557401386089623,0.22469016702962108,0.05709576822118834,0.0482301836455008,0.22614611667813733,4.789088398169497,3.141499638557434,9.470621109008789,7.675075395716717,1.835683616809547,1.4042606353759766,3.9045867919921875,2.5595917698376827,11.994540598335266,7.624185085296631,27.358254432678223,18.919312583232713,40247970,9.764158217375018,6.723084730738448
13,4.6860474023534335e-05,2.9981966391205788,0,16384,2.5532621431630105,1.4080789672443643,0.17140097785159014,0.05560801218598499,0.04808787729780306,0.22449852514546365,3.9094194281259433,2.7072993516921997,7.8323404788970965,5.878803493936702,1.845785265788436,1.4759292602539062,3.849281311035157,2.4430408106090025,12.187733931595297,7.938277959823608,27.067973709106457,18.924226749844568,159177198,9.776422605312211,6.651263787875566,4096,2.9981966391205788,1.6340245669707656,0.22206142760114744,0.06302106281509623,0.04892589370138012,0.2260052689234726,4.7457185780695,3.0720651149749756,9.39383316040039,7.655610632930293,1.9482975425198674,1.5571937561035156,3.976816177368164,2.708380597542409,12.161904257661774,7.713360071182251,27.993735313415527,19.04775966341432,40247970,9.761006633825511,6.719918504218289
14,4.0630934270713774e-05,2.9812736930325627,0,16384,2.472517302725464,1.367990379803814,0.16234533001261298,0.05290152108136681,0.0469858502074203,0.2240447006188333,3.760433759603302,2.6422313451766968,7.4996350765228295,5.599579214346787,1.802406239323318,1.4444561004638672,3.7462600708007816,2.382158894452245,12.007876108074832,7.807746410369873,26.481057167053223,18.80160000854062,159177198,9.767002905264897,6.639275143564444,4096,2.9812736930325627,1.6273816847242415,0.21934873139252886,0.05288611535797827,0.05245226822444238,0.22608377021970227,4.680540838377965,3.0891588926315308,9.189327716827393,7.556783800130285,1.7714016223326325,1.3721027374267578,3.678190231323242,2.47676592157493,12.750392349675849,8.426855564117432,28.900490760803223,19.720800247157793,40247970,9.763416476436946,6.646312191707619
15,3.454915028125265e-05,2.9600467924028635,0,16384,2.424913621507585,1.3461769642308354,0.15681719804706518,0.04992742121612537,0.04466349731228547,0.22386574614210986,3.67050376867212,2.5675933361053467,7.30066480636597,5.4892684931405284,1.7416524984873831,1.3896503448486328,3.651646041870117,2.312118972578035,11.800501070052576,7.843297481536865,26.177316474914555,18.176894870746764,159177198,9.763038406955948,6.63677212949684,4096,2.9600467924028635,1.6160321799106896,0.21916749447700568,0.052734333963599056,0.048614170838845894,0.2268220136174932,4.69221997659406,3.0434807538986206,9.354098796844482,7.511287681089882,1.768964672461152,1.3759593963623047,3.7102794647216797,2.4718538742698675,12.067376859673828,7.80110764503479,27.295198440551758,18.991875031027565,40247970,9.778626061437997,6.642265684487961
16,2.871103542174637e-05,2.913499718531966,0,16384,2.385299837216735,1.325361936003901,0.15337695115886163,0.04788763024407672,0.044241409785172436,0.22317808453226462,3.606236294911355,2.536476969718933,7.212149810791017,5.306120527673933,1.707608109805733,1.376577377319336,3.544801330566408,2.2630258716181935,11.65983724613396,7.614629507064819,25.792508506774915,18.071879728643314,159177198,9.748358290601274,6.627182702941643,4096,2.913499718531966,1.5883254148066044,0.2163804130104836,0.05372657606494613,0.04884552676230669,0.22541933314641938,4.648388893746414,3.0403138399124146,9.164278030395508,7.514000180653907,1.7871058769524097,1.3729724884033203,3.7559890747070312,2.494164731400745,12.161808283474954,7.772010803222656,27.770586013793945,18.98425251733265,40247970,9.749016616952755,6.657895421439692
17,2.3208660251050158e-05,2.913499718531966,1,16384,2.3161750996951014,1.2894906043075025,0.14611054501438048,0.04781206241386826,0.04349370145791909,0.22318372709560208,3.487285382871363,2.5060888528823853,6.921052312850954,5.123879741799821,1.703636818798259,1.3644542694091797,3.5512458801269555,2.263157715541651,11.602323521679935,7.677467346191406,25.788510322570815,17.85602933311001,159177198,9.748246814651425,6.620643455904158,4096,2.9242398692294955,1.6002930314280093,0.2124820986064151,0.055984996099141426,0.048335204119211994,0.2250844151712954,4.57694319494226,2.9793660640716553,9.061795234680176,7.423458141285938,1.8285697549581528,1.4224586486816406,3.828052520751953,2.536680787399899,11.940220672852433,7.576961278915405,26.801074981689453,19.052340951280847,40247970,9.741245576523454,6.648627952515415
18,1.8128800512565513e-05,2.9105056235566735,0,16384,2.2780212070792913,1.2698846673592925,0.14240412814251613,0.04645525866362732,0.04286343451894936,0.22294881034758873,3.4245774469418393,2.4479384422302246,6.841500616073613,4.963544095961858,1.6711026390548795,1.3218612670898438,3.4685916900634775,2.230438754843693,11.487665956849364,7.524109363555908,25.48379173278809,17.66764807833211,159177198,9.742864790952474,6.6106440548028225,4096,2.9105056235566735,1.5969212679192424,0.20917299488792196,0.05019368676585145,0.04917289766308386,0.22507967532146722,4.522677049329104,2.931586742401123,8.937078952789307,7.217410543627274,1.697665711864829,1.3049068450927734,3.564584732055664,2.42187072917737,12.064589541620933,7.605231285095215,27.311481475830078,19.08628253866163,40247970,9.74135437066726,6.6713285944891085
19,1.3551568628929434e-05,2.854887554422021,0,16384,2.251316168345511,1.254919896600768,0.1406239095958881,0.044213943556314916,0.04332264868207858,0.22258891284582205,3.3890387938222375,2.404828667640686,6.76829161643982,5.024830619940846,1.6294474061578512,1.2897300720214844,3.3938865661621094,2.172287471509596,11.487629202236365,7.436368465423584,25.425974273681643,17.908779117038755,159177198,9.734392183460816,6.6080199350280715,4096,2.854887554422021,1.5634520496241748,0.20636897478834726,0.054373855848098174,0.04726779727207031,0.22516808222280815,4.476250522759074,2.930828094482422,8.873195171356201,7.187953663748763,1.7903403118252754,1.3756847381591797,3.804178237915039,2.5001950448784136,11.934213446297122,7.6273815631866455,26.600096702575684,18.590676341316804,40247970,9.743141067664451,6.639362518753346
20,9.549150281252635e-06,2.854887554422021,1,16384,2.2048351236153394,1.2313883457100019,0.13583818561164662,0.044022796744684456,0.04179470514282002,0.22270128841046244,3.3065306813377333,2.3831117153167725,6.589197874069216,4.829987522728473,1.6245772324036807,1.2787742614746094,3.360582351684571,2.1674266878781796,11.348616246295387,7.4752185344696045,25.35337409973145,17.474953622354818,159177198,9.738392569256971,6.616222333606793,4096,2.889731662347913,1.5874601281248033,0.20684032590361312,0.049728718819096684,0.04752515732252505,0.22471309883985668,4.476677039548122,2.8562334775924683,8.957317352294922,7.236496742599836,1.7002411987632513,1.3092098236083984,3.479726791381836,2.4155342724105693,11.760243846941307,7.315371751785278,26.954522132873535,18.80036202949987,40247970,9.73300718697251,6.6681304628340685
21,6.184665997806822e-06,2.851576960645616,0,16384,2.1960928838234395,1.2280297562247142,0.13394375918142032,0.042972231218300294,0.042433874325070065,0.22240749179036357,3.277560617002024,2.3781694173812866,6.5021375179290795,4.750418726303636,1.5989975130651146,1.2566680908203125,3.3133712768554697,2.1480087017772287,11.374151095226988,7.397730112075806,25.498110771179206,17.733872052674894,159177198,9.73106259283985,6.606722679997689,4096,2.851576960645616,1.5646259994246066,0.2053368579945527,0.049063664468121715,0.046971993637271225,0.2246043310733512,4.459458994027045,2.8998801708221436,9.01780080795288,7.150544680474227,1.679160944186151,1.2770519256591797,3.467439651489258,2.408603822748765,11.800457494606547,7.437570571899414,26.5653715133667,18.602027140463385,40247970,9.730789322032907,6.6608175657496815
22,3.5111757055874332e-06,2.851576960645616,1,16384,2.168197995517403,1.2134352767607197,0.1319045828349772,0.04208498440857511,0.04096506422501989,0.22228357047424652,3.242974335945064,2.3491804599761963,6.4237068653106695,4.746669341096184,1.5902174427174032,1.2614326477050781,3.2916660308837895,2.1194934765792675,11.236066549470266,7.390988826751709,24.886589050292972,17.31830962551052,159177198,9.728782018942201,6.6017129855190095,4096,2.864700664766133,1.572045596782118,0.20482423820067197,0.05216079141246155,0.048418802267406136,0.22484581149183214,4.4447622009926135,2.871116518974304,9.052944660186768,7.17419555297208,1.7417189069092274,1.3258209228515625,3.527435302734375,2.478962090288332,11.869819537861076,7.323615789413452,26.85725975036621,19.04399599269435,40247970,9.7357860316477,6.7095004367731015
23,1.570841943568452e-06,2.831451181322336,0,16384,2.1647558950353414,1.2117053001420572,0.1311558451561723,0.042014979087980464,0.041657396617665654,0.22221370012266561,3.2239775315798624,2.322230100631714,6.453222799301148,4.675415448427359,1.581716200336814,1.24322509765625,3.2703628540039067,2.120395965000107,11.300483756282944,7.433568239212036,25.015739822387697,17.55907787989289,159177198,9.726745268507218,6.599155777428647,4096,2.831451181322336,1.5536937355063856,0.2032953961752355,0.04897386327502318,0.04738216786063276,0.2245066633913666,4.421246046231772,2.864944100379944,8.824446201324463,7.180305438980175,1.67984314635396,1.2714672088623047,3.4981689453125,2.3943304719904126,11.752826965167515,7.302933931350708,26.62605857849121,18.75795325027902,40247970,9.728141183510312,6.677750551067651
24,3.942649342761118e-07,2.829870435409248,0,16384,2.1453550669830292,1.2008452584268525,0.12974985146138351,0.04205668792747019,0.04133002954768017,0.22229103615973145,3.202510053055221,2.310002326965332,6.343427991867068,4.625513199342646,1.5906850586179644,1.27410888671875,3.3120597839355477,2.1192675894322366,11.276130870471594,7.505373954772949,24.746356773376476,17.437355878668782,159177198,9.728878561297552,6.604423176825916,4096,2.829870435409248,1.5539248692803085,0.2028731007303577,0.048399358231108636,0.046586354583268985,0.2245088666677475,4.413517253374266,2.861724853515625,8.821308612823486,7.137484532762374,1.6689000148326159,1.281982421875,3.4782238006591797,2.3818662953941123,11.6850229550422,7.3735785484313965,26.523550987243652,18.554292619105187,40247970,9.728262496210139,6.668142429043314
25,0.0,2.829176403582096,0,16384,2.133116342127323,1.1950183562003076,0.12828389912465354,0.041909969488187926,0.04084462498576613,0.222213981236564,3.178507239431724,2.323485016822815,6.315136861801148,4.595513266115253,1.5843589548021555,1.2545490264892578,3.312498092651367,2.116664774363403,11.269482138851814,7.452911376953125,25.198510169982928,17.20045917317149,159177198,9.727479638463041,6.599680558210182,4096,2.829176403582096,1.5541232558898628,0.20236960219335742,0.04831719398498535,0.0466334784287028,0.224602717848029,4.404778842778796,2.8556047677993774,8.84901475906372,7.116379823355415,1.6665739100426435,1.27276611328125,3.4785728454589844,2.3804937534562325,11.684872780725811,7.349426984786987,26.556711196899414,18.565669574535814,40247970,9.730239435074683,6.673396040077887
