epoch,learning_rate,train_loss,train_rmse_db,train_mae_db,train_sparse_calibrated_iso_rmse_db,train_sparse_calibrated_iso_mae_db,train_rmse_improvement_vs_sparse_calibrated_iso_db,train_mae_improvement_vs_sparse_calibrated_iso_db,train_mean_sparse_points,train_valid_pixels,val_loss,val_rmse_db,val_mae_db,val_sparse_calibrated_iso_rmse_db,val_sparse_calibrated_iso_mae_db,val_rmse_improvement_vs_sparse_calibrated_iso_db,val_mae_improvement_vs_sparse_calibrated_iso_db,val_mean_sparse_points,val_valid_pixels,best_val_rmse_db,improved,patience_used
11,0.001,0.10230594663914955,6.251408643056693,3.6593238859992043,13.115486339276236,9.56737116976272,6.864077696219543,5.9080472837635165,100.42943687181605,859323264.0,0.0961929727973563,6.050174777468658,3.4359909022873327,13.12325881268451,9.576937950037607,7.073084035215852,6.140947047750274,100.0,112161599.0,6.050174777468658,True,0
12,0.001,0.10193677700607437,6.240084619501755,3.6337982402161524,13.105954334619934,9.566366031724238,6.865869715118179,5.932567791508085,100.69639496993896,859323264.0,0.09555336546278402,6.030014515671573,3.427821085182639,13.12325881268451,9.576937950037607,7.093244297012936,6.1491168648549674,100.0,112161599.0,6.030014515671573,True,0
13,0.001,0.1014678582614739,6.22572449874546,3.614226803360464,13.109457219288885,9.565540509444418,6.883732720543425,5.951313706083954,100.73761989994952,859323264.0,0.09504701820819565,6.013915982653901,3.365971063099769,13.12325881268451,9.576937950037607,7.1093428300306085,6.210966886937838,100.0,112161599.0,6.013915982653901,True,0
14,0.001,0.10135524478165239,6.222290476464283,3.606515905113445,13.11700825261401,9.569749726338143,6.894717776149727,5.963233821224698,100.3218137592363,859323264.0,0.09535024363254563,6.02337621555294,3.3297617462639777,13.12325881268451,9.576937950037607,7.09988259713157,6.247176203773629,100.0,112161599.0,6.013915982653901,False,1
15,0.001,0.10083863855764905,6.206413906348158,3.5928949255410827,13.115693835077302,9.571717904753479,6.909279928729144,5.978822979212396,100.57752765156731,859323264.0,0.09505037651554252,6.013937599134173,3.378856485899421,13.12325881268451,9.576937950037607,7.109321213550337,6.198081464138186,100.0,112161599.0,6.013915982653901,False,2
16,0.001,0.10022000600303498,6.187527705507461,3.563086727103899,13.114703804687707,9.57071828617455,6.9271760991802465,6.007631559070651,100.63337004910734,859323264.0,0.09503888939454984,6.013692479318692,3.384778065842303,13.12325881268451,9.576937950037607,7.109566333365818,6.192159884195304,100.0,112161599.0,6.013692479318692,True,0
17,0.001,0.09974524339937253,6.172547814022625,3.544695758260072,13.11457554625317,9.569821173839419,6.942027732230544,6.025125415579346,100.52481756849787,859323264.0,0.0947972960937559,6.0059124537168636,3.373422542772415,13.12325881268451,9.576937950037607,7.117346358967646,6.203515407265192,100.0,112161599.0,6.0059124537168636,True,0
18,0.001,0.09937460940446097,6.161236224061835,3.5279338934550246,13.109728050859577,9.565436694612751,6.948491826797742,6.037502801157727,100.53641745835054,859323264.0,0.0943822128635444,5.992577258417707,3.2908077589906686,13.12325881268451,9.576937950037607,7.130681554266803,6.286130191046938,100.0,112161599.0,5.992577258417707,True,0
19,0.001,0.09903762759791247,6.151177949524626,3.516039380001005,13.123902565842409,9.574092902714664,6.972724616317783,6.058053522713659,100.63898067832392,859323264.0,0.09466444721884942,6.0016139308996035,3.3566611398790775,13.12325881268451,9.576937950037607,7.121644881784906,6.220276810158529,100.0,112161599.0,5.992577258417707,False,1
20,0.001,0.09862002594158513,6.137930159829724,3.507841078738676,13.118463859874034,9.569867886178862,6.98053370004431,6.062026807440186,100.6196819496076,859323264.0,0.09364971847095516,5.96922854149556,3.2644007681942906,13.12325881268451,9.576937950037607,7.15403027118895,6.312537181843316,100.0,112161599.0,5.96922854149556,True,0
21,0.001,0.09863256640655704,6.1382725174406305,3.4985250943351627,13.112760877209734,9.56795703310553,6.974488359769103,6.069431938770368,100.50205378860893,859323264.0,0.09457418494177668,5.998965323182724,3.4193800634029836,13.12325881268451,9.576937950037607,7.1242934895017855,6.157557886634623,100.0,112161599.0,5.96922854149556,False,1
22,0.001,0.09868473588610711,6.139909774042088,3.502522968614754,13.122234616048292,9.571598921590466,6.9823248420062045,6.069075952975712,100.75232915691404,859323264.0,0.09364530841788549,5.968994480542259,3.2778473328023794,13.12325881268451,9.576937950037607,7.154264332142251,6.299090617235228,100.0,112161599.0,5.968994480542259,True,0
23,0.001,0.09842936453927806,6.1319230942436,3.4920680167341542,13.125012367910346,9.573326045202938,6.993089273666746,6.081258028468784,100.6236059479554,859323264.0,0.09407268665479811,5.98288824898627,3.3212623622635764,13.12325881268451,9.576937950037607,7.14037056369824,6.25567558777403,100.0,112161599.0,5.968994480542259,False,1
24,0.001,0.09754619492483209,6.104202749418346,3.461847403359721,13.112916850397133,9.566742364489274,7.0087141009787866,6.104894961129553,100.62911331405755,859323264.0,0.09301577627742558,5.948967952875463,3.2497036976086617,13.12325881268451,9.576937950037607,7.174290859809047,6.327234252428945,100.0,112161599.0,5.948967952875463,True,0
25,0.001,0.09752788592715271,6.103288747496042,3.458411818785579,13.11387341079248,9.565660452083373,7.010584663296439,6.107248633297794,100.74404516040204,859323264.0,0.09373139824425236,5.971921912082983,3.331233760763343,13.12325881268451,9.576937950037607,7.151336900601526,6.245704189274264,100.0,112161599.0,5.948967952875463,False,1
26,0.001,0.09776289054300641,6.111078240562082,3.465974130778333,13.112501763719102,9.568866933992375,7.00142352315702,6.102892803214042,100.51266694203497,859323264.0,0.09305811003687676,5.950347627813826,3.258335574036351,13.12325881268451,9.576937950037607,7.172911184870684,6.318602376001255,100.0,112161599.0,5.948967952875463,False,2
27,0.001,0.09775733279280376,6.111003526387087,3.4598547840548166,13.122965199078207,9.574515533539657,7.01196167269112,6.11466074948484,100.44854054798293,859323264.0,0.09347168617787656,5.963508321474407,3.2819357508000575,13.12325881268451,9.576937950037607,7.159750491210103,6.295002199237549,100.0,112161599.0,5.948967952875463,False,3
28,0.001,0.09713017827285544,6.091109090698026,3.4449076690829585,13.112022567658276,9.569242063484971,7.020913476960249,6.1243343944020125,100.5513906099408,859323264.0,0.09307410398477249,5.95081065709593,3.2610871881382506,13.12325881268451,9.576937950037607,7.1724481555885795,6.315850761899356,100.0,112161599.0,5.948967952875463,False,4
29,0.001,0.09730851817629936,6.097019471878227,3.444522299701175,13.114747095295353,9.56668502285538,7.017727623417127,6.122162723154204,100.4687112763321,859323264.0,0.09255458322468768,5.9341238716608915,3.237303830364437,13.12325881268451,9.576937950037607,7.189134941023618,6.339634119673169,100.0,112161599.0,5.9341238716608915,True,0
30,0.001,0.0969899591063963,6.08706955984308,3.4358933960794062,13.113517819858364,9.567355114105231,7.026448260015284,6.131461718025825,100.21148285832301,859323264.0,0.09286774391454927,5.944191495446139,3.2153063985607053,13.12325881268451,9.576937950037607,7.1790673172383705,6.3616315514769015,100.0,112161599.0,5.9341238716608915,False,1
31,0.001,0.09678323802137515,6.080364254048832,3.4295636489075663,13.11084538626094,9.564436853184043,7.030481132212109,6.134873204276477,100.61540226719904,859323264.0,0.09282823658307617,5.942787735224335,3.282672357631064,13.12325881268451,9.576937950037607,7.180471077460175,6.294265592406543,100.0,112161599.0,5.9341238716608915,False,2
32,0.001,0.09653979745008347,6.072550737427622,3.4229193389439065,13.11512369615074,9.562495678576205,7.042572958723118,6.139576339632299,100.55976639588783,859323264.0,0.09266579500661137,5.937783475191937,3.2391471411708386,13.12325881268451,9.576937950037607,7.185475337492573,6.337790808866768,100.0,112161599.0,5.9341238716608915,False,3
33,0.001,0.0969283023736988,6.08481169926494,3.427405645682601,13.118661038536484,9.570583639523113,7.033849339271543,6.143177993840512,100.27144430676029,859323264.0,0.09256892414826355,5.934597418093755,3.238861782810354,13.12325881268451,9.576937950037607,7.1886613945907545,6.338076167227253,100.0,112161599.0,5.9341238716608915,False,4
34,0.001,0.09679131702179426,6.080707246772676,3.4231461569624164,13.111962338183718,9.567534154992922,7.031255091411041,6.144387998030505,100.60381385102575,859323264.0,0.09328172111025687,5.957427747239,3.3078020847402505,13.12325881268451,9.576937950037607,7.16583106544551,6.269135865297356,100.0,112161599.0,5.9341238716608915,False,5
35,0.001,0.09642375682900481,6.069097614927417,3.4125007249600077,13.115852655180323,9.568393608042712,7.046755040252906,6.1558928830827035,100.2645600991326,859323264.0,0.09287270970558853,5.944340898102154,3.264476550035632,13.12325881268451,9.576937950037607,7.178917914582356,6.312461400001975,100.0,112161599.0,5.9341238716608915,False,6
36,0.001,0.09643284919591028,6.068977230633563,3.415752524797234,13.119187363664913,9.573231218839666,7.05021013303135,6.157478694042432,100.18348708063702,859323264.0,0.09267098496385505,5.937827554433689,3.238179721720087,13.12325881268451,9.576937950037607,7.185431258250821,6.33875822831752,100.0,112161599.0,5.9341238716608915,False,7
37,0.001,0.09665342117830696,6.076316918067754,3.417363961008741,13.11580317482719,9.571827157003398,7.039486256759437,6.154463195994657,100.59164027720409,859323264.0,0.09241323005617334,5.929536580350223,3.2492030226851525,13.12325881268451,9.576937950037607,7.193722232334287,6.327734927352454,100.0,112161599.0,5.929536580350223,True,0
38,0.001,0.09628423843286636,6.064781648604723,3.403974135134086,13.113689409004367,9.567459761568843,7.048907760399644,6.163485626434757,100.57309881132682,859323264.0,0.09206683161469657,5.918383564732967,3.226319625890854,13.12325881268451,9.576937950037607,7.204875247951543,6.350618324146753,100.0,112161599.0,5.918383564732967,True,0
39,0.001,0.09644444550492864,6.069787981280646,3.4115261211233774,13.112178927348266,9.566665483060866,7.04239094606762,6.155139361937489,100.51328652072146,859323264.0,0.0922245148443774,5.923536402618613,3.2208172101308934,13.12325881268451,9.576937950037607,7.199722410065897,6.3561207399067134,100.0,112161599.0,5.918383564732967,False,1
40,0.001,0.09579006006473487,6.049064788571431,3.3920050865747307,13.11331494327537,9.569268184621148,7.064250154703939,6.177263098046417,100.38256689155078,859323264.0,0.09250843725847395,5.932695402867044,3.2746286309185018,13.12325881268451,9.576937950037607,7.190563409817465,6.3023093191191055,100.0,112161599.0,5.918383564732967,False,2
41,0.001,0.09587805994981886,6.051638126204899,3.3961596302133863,13.104313101743259,9.566249935716858,7.05267497553836,6.1700903055034715,100.5965624856579,859323264.0,0.0919942891622862,5.916092066131712,3.22217825360621,13.12325881268451,9.576937950037607,7.207166746552798,6.3547596964313975,100.0,112161599.0,5.916092066131712,True,0
42,0.001,0.09603366368448857,6.056868283614039,3.397016541728352,13.115495870752989,9.568681725460653,7.05862758713895,6.171665183732301,100.43407223828537,859323264.0,0.09214350219104397,5.9208763083725575,3.2264673218282134,13.12325881268451,9.576937950037607,7.202382504311952,6.3504706282093935,100.0,112161599.0,5.916092066131712,False,1
43,0.001,0.09578774698220861,6.049088418303547,3.3895062565768033,13.116710295860033,9.56902660498669,7.067621877556486,6.179520348409886,100.364977741062,859323264.0,0.09211160014435817,5.919908117655749,3.209589466422461,13.12325881268451,9.576937950037607,7.203350695028761,6.367348483615146,100.0,112161599.0,5.916092066131712,False,2
44,0.001,0.09556334746916739,6.041672029922337,3.384031947667601,13.1074407449317,9.564130969460173,7.065768715009364,6.1800990217925715,100.73381063839552,859323264.0,0.09223139129076781,5.923740285869428,3.2237968061154336,13.12325881268451,9.576937950037607,7.199518526815082,6.353141143922173,100.0,112161599.0,5.916092066131712,False,3
45,0.001,0.09584063540449402,6.050570283657394,3.385863895772523,13.114113836524917,9.569443508048678,7.063543552867523,6.183579612276155,100.61471384643627,859323264.0,0.0923205746567986,5.9266900928913575,3.271182265331292,13.12325881268451,9.576937950037607,7.196568719793152,6.305755684706314,100.0,112161599.0,5.916092066131712,False,4
46,0.001,0.09539975007112506,6.036724460071974,3.3773054273729053,13.113599154263827,9.567429644264815,7.076874694191853,6.19012421689191,100.42785350406169,859323264.0,0.09202696357885104,5.9170425557739925,3.190861489724304,13.12325881268451,9.576937950037607,7.206216256910517,6.386076460313303,100.0,112161599.0,5.916092066131712,False,5
47,0.001,0.09511712205523787,6.027652426880925,3.3722949551148194,13.106953633115824,9.56346513330285,7.079301206234899,6.191170178188031,100.56243976318326,859323264.0,0.0918495591646165,5.9114016484804335,3.2026891853155552,13.12325881268451,9.576937950037607,7.211857164204076,6.374248764722052,100.0,112161599.0,5.9114016484804335,True,0
48,0.001,0.09531704318899765,6.03414038473461,3.3727593459811183,13.104717862059545,9.564855927722213,7.070577477324934,6.192096581741096,100.25702189178025,859323264.0,0.09225501758412699,5.924418422137089,3.2593585205128894,13.12325881268451,9.576937950037607,7.198840390547421,6.317579429524717,100.0,112161599.0,5.9114016484804335,False,1
49,0.001,0.09508611527702357,6.026680776448799,3.367968900641796,13.117671384676882,9.56745906683611,7.090990608228083,6.199490166194313,100.58948322548075,859323264.0,0.09180000560420952,5.909790379076458,3.2001897269224915,13.12325881268451,9.576937950037607,7.2134684336080515,6.376748223115115,100.0,112161599.0,5.909790379076458,True,0
50,0.001,0.09529565681707491,6.033202575108617,3.370575062046732,13.116152975482997,9.57005642174724,7.08295040037438,6.199481359700509,100.3224907063197,859323264.0,0.09173515223468957,5.907643872945548,3.2070496605527175,13.12325881268451,9.576937950037607,7.215614939738962,6.369888289484889,100.0,112161599.0,5.907643872945548,True,0
51,0.001,0.09533359422710849,6.034668312970355,3.3719335663767156,13.117039892382364,9.570333742297008,7.082371579412008,6.198400175920292,100.64647299095874,859323264.0,0.09213409941183047,5.920563856104028,3.2622373166238474,13.12325881268451,9.576937950037607,7.202694956580482,6.314700633413759,100.0,112161599.0,5.907643872945548,False,1
52,0.001,0.09506551983729333,6.026166307989965,3.3599202869363958,13.11364572977301,9.571230719642195,7.087479421783045,6.211310432705799,100.66917940245078,859323264.0,0.09197526031665587,5.9153434591231555,3.233779672443864,13.12325881268451,9.576937950037607,7.207915353561354,6.3431582775937425,100.0,112161599.0,5.907643872945548,False,2
53,0.001,0.09503905699422881,6.0256410226751935,3.363091986533254,13.110335488871753,9.567765875124731,7.084694466196559,6.204673888591477,100.39477488641057,859323264.0,0.09201441872655676,5.916750025186416,3.276077255059461,13.12325881268451,9.576937950037607,7.206508787498094,6.300860694978146,100.0,112161599.0,5.907643872945548,False,3
54,0.001,0.09520312448452048,6.030685264688069,3.3656577558337815,13.113618991639392,9.568638853352398,7.082933726951323,6.202981097518617,100.59368259213365,859323264.0,0.09187303678122129,5.912066103690309,3.2027680687086137,13.12325881268451,9.576937950037607,7.211192708994201,6.374169881328993,100.0,112161599.0,5.907643872945548,False,4
55,0.001,0.09484950174056486,6.019332234534667,3.354673729047326,13.1124055351305,9.566322169883673,7.093073300595834,6.211648440836347,100.53936619395108,859323264.0,0.0913247624307536,5.894381302217638,3.1907486386004535,13.12325881268451,9.576937950037607,7.228877510466872,6.386189311437153,100.0,112161599.0,5.894381302217638,True,0
56,0.001,0.09511423173323602,6.027502387037153,3.3626824475509602,13.11739268061939,9.569287568479002,7.089890293582238,6.2066051209280415,100.48266327045756,859323264.0,0.09154041716305727,5.901424459721233,3.2271169498038272,13.12325881268451,9.576937950037607,7.221834352963277,6.34982100023378,100.0,112161599.0,5.894381302217638,False,1
57,0.001,0.0944944716683656,6.008098723250374,3.346043210782898,13.111976543387271,9.565085382699472,7.103877820136898,6.219042171916573,100.84731974849694,859323264.0,0.0913964823265089,5.896828887569285,3.226211900741536,13.12325881268451,9.576937950037607,7.226429925115225,6.350726049296071,100.0,112161599.0,5.894381302217638,False,2
58,0.001,0.09504850931389042,6.0258117518174155,3.357673137690125,13.111664208896276,9.565742754638142,7.08585245707886,6.208069616948017,100.8694639496994,859323264.0,0.09164369233957168,5.904811155675808,3.211264992531,13.12325881268451,9.576937950037607,7.218447657008702,6.365672957506607,100.0,112161599.0,5.894381302217638,False,3
59,0.001,0.09487747327696734,6.020079623411313,3.355234800061226,13.118494706991454,9.568450875781247,7.098415083580141,6.213216075720021,100.3787461563174,859323264.0,0.09159818454907181,5.903235676841049,3.18245915765698,13.12325881268451,9.576937950037607,7.22002313584346,6.394478792380626,100.0,112161599.0,5.894381302217638,False,4
60,0.001,0.09479771228438783,6.017420567380807,3.3508493446303347,13.113653046215912,9.567950902118252,7.096232478835105,6.217101557487917,100.25799715452752,859323264.0,0.09172512735292483,5.907276329763262,3.2203344362761803,13.12325881268451,9.576937950037607,7.215982482921248,6.356603513761426,100.0,112161599.0,5.894381302217638,False,5
61,0.001,0.09509270401909488,6.026807765242243,3.357533032091867,13.120115618394205,9.571915300200693,7.093307853151963,6.214382268108826,100.27462251594841,859323264.0,0.09123076186672355,5.8914829914374875,3.1925293076465504,13.12325881268451,9.576937950037607,7.231775821247022,6.384408642391056,100.0,112161599.0,5.8914829914374875,True,0
62,0.001,0.09474136127314904,6.015993927731607,3.3462039888984085,13.114710325493474,9.570116265931793,7.0987163977618675,6.223912277033384,100.50276515673046,859323264.0,0.09130803524945559,5.893883846732851,3.212023507484054,13.12325881268451,9.576937950037607,7.229374965951659,6.364914442553553,100.0,112161599.0,5.8914829914374875,False,1
63,0.001,0.09462977644936804,6.012571403938128,3.342911842341324,13.113796605202378,9.569443271816274,7.10122520126425,6.226531429474949,100.62669236770847,859323264.0,0.09135861590169789,5.895521808277941,3.1941045170014024,13.12325881268451,9.576937950037607,7.227737004406569,6.382833433036204,100.0,112161599.0,5.8914829914374875,False,2
64,0.001,0.09415430038970472,5.997202156246011,3.337141421351069,13.11139419765634,9.56689190134622,7.114192041410329,6.229750479995152,100.88425352241957,859323264.0,0.09127234177810423,5.89272242037066,3.2188683044720143,13.12325881268451,9.576937950037607,7.23053639231385,6.3580696455655925,100.0,112161599.0,5.8914829914374875,False,3
65,0.001,0.09424739923443037,5.999701117447771,3.334909629974826,13.114969916378724,9.567034255807137,7.115268798930954,6.232124625832311,100.6606544586718,859323264.0,0.09110836676332389,5.887449058276418,3.193518247943309,13.12325881268451,9.576937950037607,7.235809754408092,6.383419702094297,100.0,112161599.0,5.887449058276418,True,0
66,0.001,0.09439963710093638,6.005178148221793,3.3421148217046293,13.112007614864488,9.567155043878808,7.106829466642695,6.2250402221741785,100.50883473312221,859323264.0,0.09136203025582801,5.8957206885085895,3.1957202337584363,13.12325881268451,9.576937950037607,7.22753812417592,6.381217716279171,100.0,112161599.0,5.887449058276418,False,1
67,0.001,0.09439238834792472,6.00500927021563,3.3360990829639636,13.11367607104787,9.565088816797122,7.10866680083224,6.228989733833158,100.62311257974207,859323264.0,0.09119168396913603,5.89007649470781,3.1927175243596517,13.12325881268451,9.576937950037607,7.233182317976699,6.384220425677955,100.0,112161599.0,5.887449058276418,False,2
68,0.001,0.09451776258264519,6.008790661110052,3.341680271907546,13.12291350023046,9.569997306624764,7.114122839120408,6.228317034717218,100.42741750424526,859323264.0,0.09132692837313319,5.89452667196148,3.1902364741162437,13.12325881268451,9.576937950037607,7.22873214072303,6.386701475921363,100.0,112161599.0,5.887449058276418,False,3
69,0.001,0.0941797495216525,5.997810086919634,3.330878348447692,13.117187772040111,9.571470326794271,7.119377685120478,6.240591978346579,100.60480058745239,859323264.0,0.09100255116904049,5.883990196601688,3.1951301699523738,13.12325881268451,9.576937950037607,7.239268616082822,6.381807780085233,100.0,112161599.0,5.883990196601688,True,0
70,0.001,0.0944177460160637,6.0055072603036095,3.335682113716172,13.115999126507505,9.568169648669025,7.110491866203896,6.2324875349528535,100.4120542475561,859323264.0,0.09088259596335754,5.880042107260325,3.1937793544651587,13.12325881268451,9.576937950037607,7.243216705424185,6.383158595572448,100.0,112161599.0,5.880042107260325,True,0
71,0.001,0.09431106425416977,6.002226747690978,3.3341912902930555,13.115260234404223,9.56800564228644,7.113033486713245,6.233814351993384,100.80421313506815,859323264.0,0.09117602054657561,5.889607131411677,3.217184263862893,13.12325881268451,9.576937950037607,7.233651681272833,6.359753686174714,100.0,112161599.0,5.880042107260325,False,1
72,0.001,0.0943943606074161,6.004728153100236,3.334071943617251,13.113836722310332,9.570099296182908,7.109108569210096,6.2360273525656575,100.56630639313416,859323264.0,0.09134733804574843,5.8951014605661864,3.190081373126644,13.12325881268451,9.576937950037607,7.228157352118323,6.386856576910963,100.0,112161599.0,5.880042107260325,False,2
73,0.001,0.09413752989862634,5.996599041473682,3.3298259355631736,13.114307766493564,9.567419422267614,7.117708725019882,6.237593486704441,100.53549956400019,859323264.0,0.09143428485631273,5.897925020132197,3.2092390178255217,13.12325881268451,9.576937950037607,7.225333792552313,6.367698932212085,100.0,112161599.0,5.880042107260325,False,3
74,0.001,0.09406423493235122,5.994177628142013,3.3237988636311377,13.108645688467945,9.564411862006798,7.114468060325932,6.24061299837566,100.49075221442013,859323264.0,0.09071757169335745,5.874773290443975,3.1793549434864956,13.12325881268451,9.576937950037607,7.248485522240535,6.397583006551111,100.0,112161599.0,5.874773290443975,True,0
75,0.001,0.09407553580560873,5.994499202216566,3.324850662515056,13.11332332800515,9.566361686444463,7.118824125788583,6.241511023929407,100.69135802469135,859323264.0,0.09121462388822202,5.8907616544023575,3.185352590016125,13.12325881268451,9.576937950037607,7.232497158282152,6.391585360021482,100.0,112161599.0,5.874773290443975,False,1
76,0.001,0.09391432211743928,5.989491812361794,3.3229717616198506,13.119551494970755,9.569135675698407,7.1300596826089615,6.246163914078556,100.4886410574143,859323264.0,0.09087249948486184,5.879780970904253,3.170576566940705,13.12325881268451,9.576937950037607,7.2434778417802566,6.406361383096902,100.0,112161599.0,5.874773290443975,False,2
77,0.001,0.09424341497901778,5.999775881667607,3.326084449227712,13.118847059772405,9.570097849113974,7.1190711781047975,6.244013399886262,100.70432328239019,859323264.0,0.09109892993328277,5.887125646818392,3.224050786758131,13.12325881268451,9.576937950037607,7.236133165866118,6.352887163279476,100.0,112161599.0,5.874773290443975,False,3
78,0.001,0.09414774727585032,5.996872334942757,3.328610423696152,13.10586801553843,9.56511495597075,7.108995680595673,6.236504532274598,100.41784845564275,859323264.0,0.09069576815524127,5.873985655879883,3.163364253348421,13.12325881268451,9.576937950037607,7.249273156804627,6.413573696689186,100.0,112161599.0,5.873985655879883,True,0
79,0.001,0.09408946452927659,5.995122182179346,3.322624211242115,13.116000831431462,9.571875070869721,7.120878649252116,6.249250859627606,100.43932718344118,859323264.0,0.09072730903712552,5.875070260298259,3.159143816570411,13.12325881268451,9.576937950037607,7.24818855238625,6.417794133467195,100.0,112161599.0,5.873985655879883,False,1
80,0.001,0.09374728224482305,5.984678214545425,3.3185277109523246,13.116745469498747,9.569247537559974,7.132067254953323,6.25071982660765,100.67278213777594,859323264.0,0.09107821472407726,5.886451033515955,3.1923175607098826,13.12325881268451,9.576937950037607,7.236807779168555,6.384620389327724,100.0,112161599.0,5.873985655879883,False,2
81,0.001,0.0940535303954686,5.993932412560592,3.321259961257141,13.111804357418992,9.564447644233685,7.1178719448584,6.243187682976544,100.26374546789664,859323264.0,0.0907103070424179,5.8744672418507395,3.175282803341632,13.12325881268451,9.576937950037607,7.24879157083377,6.401655146695974,100.0,112161599.0,5.873985655879883,False,3
82,0.001,0.09381020304346224,5.986542885932156,3.315977543463783,13.116117865200906,9.57469638340898,7.1295749792687495,6.258718839945198,100.62392721097801,859323264.0,0.09064333818936615,5.872279929706591,3.1821848363850447,13.12325881268451,9.576937950037607,7.250978882977919,6.394753113652563,100.0,112161599.0,5.872279929706591,True,0
83,0.001,0.09395801013940057,5.990975768530561,3.321812852724071,13.119033955117715,9.571724338304426,7.128058186587154,6.2499114855803555,100.34585111753637,859323264.0,0.09059357963334978,5.870680375932155,3.167912450476923,13.12325881268451,9.576937950037607,7.252578436752355,6.409025499560684,100.0,112161599.0,5.870680375932155,True,0
84,0.001,0.09370496550167359,5.982773262146999,3.314687135451508,13.115408347430646,9.567625536203336,7.132635085283647,6.252938400751828,100.28984808848502,859323264.0,0.09065572251932005,5.872736075502238,3.1768265374631475,13.12325881268451,9.576937950037607,7.250522737182272,6.400111412574459,100.0,112161599.0,5.870680375932155,False,1
85,0.001,0.09387123396568187,5.9882907243787376,3.3132307357734936,13.11380251628953,9.569678956114005,7.125511791910792,6.256448220340512,100.33254164945615,859323264.0,0.09080320839466674,5.8775909740481,3.2056487131571654,13.12325881268451,9.576937950037607,7.24566783863641,6.3712892368804415,100.0,112161599.0,5.870680375932155,False,2
