epoch,learning_rate,train_loss,train_rmse_db,train_mae_db,train_dpm_baseline_rmse_db,train_dpm_baseline_mae_db,train_valid_pixels,val_loss,val_rmse_db,val_mae_db,val_dpm_baseline_rmse_db,val_dpm_baseline_mae_db,val_valid_pixels,best_val_rmse_db,improved,patience_used
1,0.00015,0.18042106394256865,6.685192020633001,4.4281170063474145,7.130976444504095,4.796928257055374,268377.0,0.16270804777741432,7.331487379283535,4.53362461755552,8.444106543402324,5.435575001978161,56871.0,7.331487379283535,True,0
2,0.0,0.1692646805729185,6.244296238177842,4.017150925982852,7.1309737665714135,4.796925899131632,268377.0,0.16043367609381676,7.278280257813649,4.420925963474354,8.444106543402324,5.435575001978161,56871.0,7.278280257813649,True,0
