epoch,learning_rate,train_loss,train_rmse_db,train_mae_db,train_sparse_calibrated_iso_rmse_db,train_sparse_calibrated_iso_mae_db,train_mean_sparse_points,train_valid_pixels,val_loss,val_rmse_db,val_mae_db,val_sparse_calibrated_iso_rmse_db,val_sparse_calibrated_iso_mae_db,val_mean_sparse_points,val_valid_pixels,best_val_rmse_db,improved,patience_used
1,0.00015,0.3105953472852707,15.648174649740552,12.490643480511228,11.949955270571788,9.351368326517644,98.53,1073259.0,0.31085382103919984,15.559187427787307,12.240000538684116,12.381389008803621,9.834937567610353,100.0,227406.0,15.559187427787307,True,0
2,0.0,0.2920636582374573,15.071022473785346,12.069045862881188,11.96663002074838,9.341929027615887,108.04,1073259.0,0.30938607156276704,15.546498733141014,12.233475452494657,12.381389008803621,9.834937567610353,100.0,227406.0,15.546498733141014,True,0
