epoch,learning_rate_stage2b_adapters,learning_rate_estimator_spatial,learning_rate_estimator_scalar,train_samples,train_loss_total,train_loss_final_map,train_loss_auxiliary,train_loss_heatmap,train_loss_coordinate,train_loss_power,train_loss_direction,train_loss_map,train_map_pixels,train_map_rmse_db,train_map_mae_db,train_unmeasured_pixels,train_unmeasured_rmse_db,train_unmeasured_mae_db,train_location_error_px_mean,train_location_error_px_p90,train_power_abs_error_db_mean,train_power_abs_error_db_p90,train_direction_abs_error_deg_mean,train_direction_abs_error_deg_p90,val_samples,val_loss_total,val_loss_final_map,val_loss_auxiliary,val_loss_heatmap,val_loss_coordinate,val_loss_power,val_loss_direction,val_loss_map,val_map_pixels,val_map_rmse_db,val_map_mae_db,val_unmeasured_pixels,val_unmeasured_rmse_db,val_unmeasured_mae_db,val_location_error_px_mean,val_location_error_px_p90,val_power_abs_error_db_mean,val_power_abs_error_db_p90,val_direction_abs_error_deg_mean,val_direction_abs_error_deg_p90,val_preserves_location,val_preserves_power,val_preserves_direction
1,2e-05,3e-06,2e-06,16384,0.15849244859055034,0.1157100282216561,2.139121065294603,1.1984401451045414,0.12846071030480744,0.04114046278630212,0.04169597827058169,0.22273218123154948,159177198,6.601017601748522,3.733753373221559,157538798,6.635003199862228,3.768674687775195,3.1834684193096336,6.348450136184696,1.5692925435723737,3.247327423095703,11.250298152767119,24.99940528869629,4096,0.18405515749691403,0.12746666650718907,2.8294246016885154,1.5541156767576467,0.20237227936740965,0.04831380922223616,0.04663152637658641,0.22718114598683314,40247970,6.811698412872665,3.9651149661149954,39838370,6.846378226766711,4.001923330801088,4.404807601296852,8.845759391784668,1.6665365379303694,3.4799137115478516,11.684905513229921,26.551377296447754,True,True,True
2,1.931491579260158e-05,2.897237368890237e-06,1.9314915792601582e-06,16384,0.158338045279379,0.11558380782298627,2.137711924384348,1.1984675837302348,0.12817538732087996,0.04141032770041875,0.040694362363865366,0.22260248651582515,159177198,6.598216763405395,3.731688334113023,157538798,6.632188195896817,3.766593600955023,3.1767427727891118,6.397545623779297,1.5709107122384012,3.29363021850586,11.210648729657876,24.872289466857925,4096,0.18405515749691403,0.12746666650718907,2.8294246016885154,1.5541156767576467,0.20237227936740965,0.04831380922223616,0.04663152637658641,0.22718114598683314,40247970,6.811698412872665,3.9651149661149954,39838370,6.846378226766711,4.001923330801088,4.404807601296852,8.845759391784668,1.6665365379303694,3.4799137115478516,11.684905513229921,26.551377296447754,True,True,True
3,1.736396103067893e-05,2.604594154601839e-06,1.7363961030678926e-06,16384,0.15876364118230413,0.11576306732422381,2.150028742325958,1.2043065466423286,0.12966539502531305,0.041187333174661944,0.04137041378271533,0.2227405611447466,159177198,6.601810663662549,3.735200272742431,157538798,6.635800581729972,3.770138838733402,3.2020020599039754,6.389701700210572,1.5671415117103606,3.2606906890869145,11.256852787182453,25.07649097442627,4096,0.18405515749691403,0.12746666650718907,2.8294246016885154,1.5541156767576467,0.20237227936740965,0.04831380922223616,0.04663152637658641,0.22718114598683314,40247970,6.811698412872665,3.9651149661149954,39838370,6.846378226766711,4.001923330801088,4.404807601296852,8.845759391784668,1.6665365379303694,3.4799137115478516,11.684905513229921,26.551377296447754,True,True,True
