epoch,learning_rate,train_loss,train_map_pixels,train_map_rmse_db,train_map_mae_db,train_unmeasured_pixels,train_unmeasured_rmse_db,train_unmeasured_mae_db,train_baseline_pixels,train_baseline_rmse_db,train_baseline_mae_db,train_location_mean_error_px,train_location_p90_error_px,val_loss,val_map_pixels,val_map_rmse_db,val_map_mae_db,val_unmeasured_pixels,val_unmeasured_rmse_db,val_unmeasured_mae_db,val_baseline_pixels,val_baseline_rmse_db,val_baseline_mae_db,val_location_mean_error_px,val_location_p90_error_px
1,9.779754323328192e-06,0.11797077460505534,159177198,6.706838099289076,3.8861569209437943,157538798,6.741170000693684,3.9210819546694613,159177198,12.12800817867219,8.74871646080897,3.186268643573726,6.402669143676758,0.1281858355650911,40247970,6.87449082740083,4.05647526667015,39838370,6.909420401169054,4.093576386191925,40247970,12.323010875001735,8.9956938258784,4.404807254028128,8.84562063217163
2,9.140576474687263e-06,0.11749764133128338,159177198,6.6935187941545315,3.870709635128397,157538798,6.727811592535252,3.9056660823944003,159177198,12.125717059974617,8.747795257796605,3.1601358889537607,6.284773731231692,0.12817432076917612,40247970,6.873968042961037,4.061283326580395,39838370,6.908917915343362,4.0986552056826255,40247970,12.323010875001735,8.9956938258784,4.404807254028128,8.84562063217163
3,8.145033635316128e-06,0.11731922746548662,159177198,6.689347338196607,3.861938076671456,157538798,6.723625470945764,3.8968498987222686,159177198,12.12879327065096,8.749727091054103,3.1935097333341105,6.4162342071533205,0.12867963355893153,40247970,6.887310496578089,4.08998629932261,39838370,6.922127032123865,4.12595202033527,40247970,12.323010875001735,8.9956938258784,4.404807254028128,8.84562063217163
4,6.890576474687263e-06,0.11721885285805911,159177198,6.685699715122825,3.859700461552211,157538798,6.719957343432139,3.8945811533908405,159177198,12.124029252358,8.74677200946902,3.171983574239732,6.339771795272828,0.12760801129115862,40247970,6.8584286431598285,4.034057009277438,39838370,6.893318938473016,4.071311157801755,40247970,12.323010875001735,8.9956938258784,4.404807254028128,8.84562063217163
5,5.5e-06,0.11692239772673929,159177198,6.6772114121551915,3.8515813207868836,157538798,6.7114383243783235,3.8864454909650297,159177198,12.123777797447886,8.74666515237374,3.1580163371803565,6.224417066574098,0.12759303162965807,40247970,6.857704948209152,4.028244547219065,39838370,6.892565948838784,4.065181759456713,40247970,12.323010875001735,8.9956938258784,4.404807254028128,8.84562063217163
6,4.109423525312737e-06,0.1168842302649864,159177198,6.677284281370129,3.8487397741711797,157538798,6.711501214937202,3.8835169607358617,159177198,12.125775095089978,8.747664199535254,3.1739272330230506,6.368908929824831,0.12758823818876408,40247970,6.8579883461569855,4.043448059485598,39838370,6.892829478307142,4.080342493907748,40247970,12.323010875001735,8.9956938258784,4.404807254028128,8.84562063217163
7,2.8549663646838717e-06,0.11692586149001727,159177198,6.6779679634292375,3.8498711756253967,157538798,6.712191435525003,3.884698490502151,159177198,12.127323358047073,8.748859768806666,3.1526526277697826,6.317883729934694,0.12782861922460143,40247970,6.863980913396164,4.041183807069622,39838370,6.8988152880891995,4.07771994614746,40247970,12.323010875001735,8.9956938258784,4.404807254028128,8.84562063217163
8,1.859423525312737e-06,0.11694189609988825,159177198,6.678231415397813,3.8478283286700616,157538798,6.712458497589259,3.8826324417228344,159177198,12.128315199252599,8.747795401001586,3.1817361176772465,6.307121753692628,0.12807889312898624,40247970,6.871278860679907,4.075175889087443,39838370,6.906182359141077,4.112215848622371,40247970,12.323010875001735,8.9956938258784,4.404807254028128,8.84562063217163
