tile,status,rows,cols,missing_path_gain_cells,height_covered_cells,seconds,error
tile_004063,ok,128,128,4827,7292,0.075,
tile_004064,ok,128,128,3529,5216,0.07,
tile_004065,ok,128,128,4261,5464,0.069,
tile_004066,ok,128,128,3368,4392,0.063,
tile_004067,ok,128,128,3639,5051,0.063,
tile_004068,ok,128,128,3593,4933,0.065,
tile_004069,ok,128,128,5877,7458,0.069,
tile_004070,ok,128,128,5264,6583,0.069,
tile_004071,ok,128,128,5186,6599,0.081,
tile_004072,ok,128,128,4994,6371,0.064,
tile_004073,ok,128,128,5217,6380,0.064,
tile_004074,ok,128,128,3898,4967,0.065,
tile_004075,ok,128,128,6043,7624,0.064,
tile_004076,ok,128,128,5588,6151,0.062,
tile_004077,ok,128,128,7060,7939,0.067,
tile_004078,ok,128,128,6683,8091,0.065,
tile_004079,ok,128,128,4691,5616,0.063,
tile_004080,ok,128,128,3852,4794,0.068,
tile_004081,ok,128,128,4175,5547,0.071,
tile_004082,ok,128,128,3474,4255,0.063,
tile_004083,ok,128,128,5615,6591,0.061,
tile_004084,ok,128,128,4183,6015,0.07,
tile_004085,ok,128,128,3930,4904,0.06,
tile_004086,ok,128,128,4269,6263,0.076,
tile_004087,ok,128,128,3361,5073,0.08,
tile_004088,ok,128,128,3572,4588,0.061,
tile_004089,ok,128,128,4314,5494,0.068,
tile_004090,ok,128,128,4999,6225,0.067,
tile_004091,ok,128,128,3920,5054,0.068,
tile_004092,ok,128,128,5154,6752,0.078,
tile_004093,ok,128,128,4674,6059,0.07,
tile_004094,ok,128,128,3724,4848,0.066,
tile_004095,ok,128,128,3542,4311,0.062,
tile_004096,ok,128,128,4250,4956,0.065,
tile_004097,ok,128,128,5143,6155,0.082,
tile_004098,ok,128,128,3320,4289,0.074,
tile_004099,ok,128,128,4796,5438,0.057,
tile_004100,ok,128,128,4018,4696,0.054,
tile_004101,ok,128,128,3478,4480,0.061,
tile_004102,ok,128,128,3645,4695,0.065,
tile_004103,ok,128,128,3717,5160,0.062,
tile_004104,ok,128,128,4097,6170,0.083,
tile_004105,ok,128,128,3827,4399,0.051,
tile_004106,ok,128,128,4077,4700,0.052,
tile_004107,ok,128,128,3938,5860,0.067,
tile_004108,ok,128,128,3993,5998,0.06,
tile_004109,ok,128,128,3669,5324,0.061,
tile_004110,ok,128,128,3632,5586,0.064,
tile_004111,ok,128,128,5371,6613,0.056,
tile_004112,ok,128,128,5991,7610,0.057,
tile_004113,ok,128,128,3947,5251,0.062,
tile_004114,ok,128,128,3775,4929,0.059,
tile_004115,ok,128,128,4238,5452,0.057,
tile_004116,ok,128,128,3999,5331,0.06,
tile_004117,ok,128,128,4141,5323,0.061,
tile_004118,ok,128,128,4209,5566,0.075,
tile_004119,ok,128,128,3253,4061,0.063,
tile_004120,ok,128,128,3448,4764,0.064,
tile_004121,ok,128,128,3762,4536,0.064,
tile_004122,ok,128,128,3323,3910,0.062,
tile_004123,ok,128,128,3810,4688,0.059,
tile_004124,ok,128,128,6123,6796,0.057,
tile_004125,ok,128,128,4827,5609,0.063,
tile_004126,ok,128,128,3901,5741,0.073,
tile_004127,ok,128,128,4215,5816,0.069,
tile_004128,ok,128,128,4502,6122,0.072,
tile_004129,ok,128,128,3936,5214,0.064,
tile_004130,ok,128,128,3569,4359,0.06,
tile_004131,ok,128,128,6494,8069,0.062,
tile_004132,ok,128,128,4706,5966,0.063,
tile_004133,ok,128,128,3529,4527,0.065,
tile_004134,ok,128,128,5056,6412,0.073,
tile_004135,ok,128,128,3735,4763,0.061,
tile_004136,ok,128,128,5102,6194,0.067,
tile_004137,ok,128,128,4673,5742,0.069,
tile_004138,ok,128,128,5318,6754,0.068,
tile_004139,ok,128,128,4456,5241,0.058,
tile_004140,ok,128,128,3224,4174,0.059,
tile_004141,ok,128,128,3388,4019,0.058,
tile_004142,ok,128,128,3529,5246,0.071,
tile_004143,ok,128,128,4107,5574,0.069,
tile_004144,ok,128,128,3942,6036,0.095,
tile_004145,ok,128,128,3503,5292,0.081,
tile_004146,ok,128,128,3711,4999,0.069,
tile_004147,ok,128,128,4211,5407,0.075,
tile_004148,ok,128,128,4318,5357,0.073,
tile_004149,ok,128,128,3912,5215,0.066,
tile_004150,ok,128,128,4891,6526,0.071,
tile_004151,ok,128,128,5052,6609,0.072,
tile_004152,ok,128,128,3852,4449,0.062,
tile_004153,ok,128,128,3438,4077,0.062,
tile_004154,ok,128,128,3795,4615,0.065,
tile_004155,ok,128,128,4022,4557,0.073,
tile_004156,ok,128,128,4996,6167,0.076,
tile_004157,ok,128,128,5104,6875,0.099,
tile_004158,ok,128,128,3418,5131,0.075,
tile_004159,ok,128,128,3492,5301,0.085,
tile_004160,ok,128,128,3389,4656,0.084,
tile_004161,ok,128,128,5225,6794,0.085,
tile_004162,ok,128,128,4664,5756,0.069,
tile_004163,ok,128,128,4336,5569,0.072,
tile_004164,ok,128,128,3522,4544,0.065,
tile_004165,ok,128,128,5479,7024,0.076,
tile_004166,ok,128,128,4282,5160,0.068,
tile_004167,ok,128,128,3652,4497,0.09,
tile_004168,ok,128,128,5869,6670,0.071,
tile_004169,ok,128,128,3629,4894,0.066,
tile_004170,ok,128,128,3534,4919,0.069,
tile_004171,ok,128,128,3529,4516,0.077,
tile_004172,ok,128,128,4053,5118,0.068,
tile_004173,ok,128,128,3344,3849,0.074,
tile_004174,ok,128,128,3322,5337,0.089,
tile_004175,ok,128,128,3878,5486,0.078,
tile_004176,ok,128,128,3954,5157,0.075,
tile_004177,ok,128,128,3581,4682,0.07,
tile_004178,ok,128,128,4693,5877,0.073,
tile_004179,ok,128,128,4418,5720,0.083,
tile_004180,ok,128,128,4708,6106,0.087,
tile_004181,ok,128,128,4142,5585,0.079,
tile_004182,ok,128,128,4167,5089,0.072,
tile_004183,ok,128,128,3333,4595,0.084,
tile_004184,ok,128,128,5824,6962,0.073,
tile_004185,ok,128,128,4355,5481,0.073,
tile_004186,ok,128,128,4762,5404,0.068,
tile_004187,ok,128,128,4792,6085,0.077,
tile_004188,ok,128,128,3587,4773,0.077,
tile_004189,ok,128,128,3330,4575,0.07,
tile_004190,ok,128,128,3506,5259,0.085,
tile_004191,ok,128,128,3308,4554,0.081,
tile_004192,ok,128,128,3769,4794,0.066,
tile_004193,ok,128,128,3838,4658,0.065,
tile_004194,ok,128,128,4569,5407,0.058,
tile_004195,ok,128,128,3902,5680,0.078,
tile_004196,ok,128,128,3932,5240,0.062,
tile_004197,ok,128,128,4929,6090,0.063,
tile_004198,ok,128,128,4194,4913,0.062,
tile_004199,ok,128,128,6466,7531,0.065,
tile_004200,ok,128,128,3278,5176,0.066,
tile_004201,ok,128,128,3405,5382,0.067,
tile_004202,ok,128,128,3313,4740,0.06,
tile_004203,ok,128,128,4426,5162,0.067,
tile_004204,ok,128,128,3310,4347,0.075,
tile_004205,ok,128,128,3348,4044,0.064,
tile_004206,ok,128,128,3680,4749,0.066,
tile_004207,ok,128,128,3556,4267,0.065,
tile_004208,ok,128,128,5873,7198,0.072,
tile_004209,ok,128,128,5095,5644,0.063,
tile_004210,ok,128,128,4121,5109,0.066,
tile_004211,ok,128,128,4299,5012,0.064,
tile_004212,ok,128,128,3645,4617,0.065,
tile_004213,ok,128,128,3105,4479,0.064,
tile_004214,ok,128,128,4780,6376,0.069,
tile_004215,ok,128,128,3728,5285,0.082,
tile_004216,ok,128,128,5422,6797,0.071,
tile_004217,ok,128,128,6280,7678,0.069,
tile_004218,ok,128,128,5619,7027,0.072,
tile_004219,ok,128,128,4323,5301,0.072,
tile_004220,ok,128,128,3368,3866,0.063,
tile_004221,ok,128,128,3769,4608,0.067,
tile_004222,ok,128,128,3814,4727,0.071,
tile_004223,ok,128,128,3836,5454,0.073,
tile_004224,ok,128,128,4300,5191,0.068,
tile_004225,ok,128,128,3316,4575,0.078,
tile_004226,ok,128,128,3493,4007,0.06,
tile_004227,ok,128,128,3634,5092,0.075,
tile_004228,ok,128,128,3440,5274,0.072,
tile_004229,ok,128,128,3967,5425,0.11,
tile_004230,ok,128,128,3998,5215,0.067,
tile_004231,ok,128,128,4681,5610,0.068,
tile_004232,ok,128,128,4037,5109,0.063,
tile_004233,ok,128,128,3781,4251,0.064,
tile_004234,ok,128,128,3965,4742,0.066,
tile_004235,ok,128,128,5468,7015,0.072,
tile_004236,ok,128,128,3406,4557,0.071,
tile_004237,ok,128,128,6660,7757,0.061,
tile_004238,ok,128,128,4141,4954,0.062,
tile_004239,ok,128,128,4648,6010,0.076,
tile_004240,ok,128,128,4682,6503,0.074,
tile_004241,ok,128,128,5658,7496,0.07,
tile_004242,ok,128,128,3491,4607,0.074,
tile_004243,ok,128,128,3524,4557,0.075,
tile_004244,ok,128,128,3776,4868,0.072,
tile_004245,ok,128,128,3958,5834,0.073,
tile_004246,ok,128,128,3905,5902,0.081,
tile_004247,ok,128,128,3616,4665,0.072,
tile_004248,ok,128,128,4934,6348,0.079,
tile_004249,ok,128,128,4421,5656,0.073,
tile_004250,ok,128,128,4680,6040,0.075,
tile_004251,ok,128,128,4083,5008,0.061,
tile_004252,ok,128,128,3273,4028,0.06,
tile_004253,ok,128,128,4216,5260,0.075,
tile_004254,ok,128,128,5859,7437,0.065,
tile_004255,ok,128,128,4982,6630,0.079,
tile_004256,ok,128,128,3320,4657,0.07,
tile_004257,ok,128,128,5392,6611,0.066,
tile_004258,ok,128,128,3750,4572,0.065,
tile_004259,ok,128,128,4997,6439,0.075,
tile_004260,ok,128,128,3389,4496,0.076,
tile_004261,ok,128,128,3325,4818,0.075,
tile_004262,ok,128,128,4829,6240,0.072,
tile_004263,ok,128,128,5085,6186,0.068,
tile_004264,ok,128,128,4763,5232,0.063,
tile_004265,ok,128,128,4194,5360,0.079,
tile_004266,ok,128,128,4449,5976,0.085,
tile_004267,ok,128,128,3564,5070,0.086,
tile_004268,ok,128,128,4650,5713,0.072,
tile_004269,ok,128,128,4068,5281,0.08,
tile_004270,ok,128,128,3368,4658,0.088,
tile_004271,ok,128,128,4817,6648,0.088,
tile_004272,ok,128,128,5557,7087,0.077,
tile_004273,ok,128,128,3507,4242,0.067,
tile_004274,ok,128,128,4401,5785,0.09,
tile_004275,ok,128,128,4692,6213,0.086,
tile_004276,ok,128,128,3927,5084,0.075,
tile_004277,ok,128,128,3708,4908,0.093,
tile_004278,ok,128,128,6780,8696,0.093,
tile_004279,ok,128,128,5954,7652,0.088,
tile_004280,ok,128,128,4540,5949,0.083,
tile_004281,ok,128,128,4262,6052,0.073,
tile_004282,ok,128,128,3333,4911,0.079,
tile_004283,ok,128,128,4306,6125,0.075,
tile_004284,ok,128,128,3994,5816,0.077,
tile_004285,ok,128,128,4072,5269,0.07,
tile_004286,ok,128,128,4273,5742,0.073,
tile_004287,ok,128,128,4072,5552,0.064,
tile_004288,ok,128,128,3910,6266,0.074,
tile_004289,ok,128,128,3536,5765,0.074,
tile_004290,ok,128,128,3290,4006,0.055,
tile_004291,ok,128,128,3350,4852,0.053,
tile_004292,ok,128,128,3520,4712,0.055,
tile_004293,ok,128,128,4080,5246,0.068,
tile_004294,ok,128,128,5368,6602,0.069,
tile_004295,ok,128,128,5978,7452,0.06,
tile_004296,ok,128,128,4542,5957,0.056,
tile_004297,ok,128,128,5501,6971,0.077,
tile_004298,ok,128,128,5683,7295,0.054,
tile_004299,ok,128,128,4214,6473,0.063,
tile_004300,ok,128,128,3790,5501,0.063,
tile_004301,ok,128,128,3426,5740,0.098,
tile_004302,ok,128,128,5667,7399,0.061,
tile_004303,ok,128,128,5285,6991,0.07,
tile_004304,ok,128,128,3320,5252,0.074,
tile_004305,ok,128,128,3558,5485,0.089,
tile_004306,ok,128,128,4837,6430,0.074,
tile_004307,ok,128,128,6235,7921,0.073,
tile_004308,ok,128,128,3774,4847,0.053,
tile_004309,ok,128,128,3529,4505,0.078,
tile_004310,ok,128,128,3555,4392,0.069,
tile_004311,ok,128,128,3727,4532,0.065,
tile_004312,ok,128,128,3767,5440,0.062,
tile_004313,ok,128,128,4369,5425,0.068,
tile_004314,ok,128,128,6590,7046,0.073,
tile_004315,ok,128,128,3756,4635,0.069,
tile_004316,ok,128,128,3817,5907,0.061,
tile_004317,ok,128,128,3474,4253,0.067,
tile_004318,ok,128,128,3726,5849,0.062,
tile_004319,ok,128,128,3894,6525,0.083,
tile_004320,ok,128,128,4132,6656,0.069,
tile_004321,ok,128,128,4512,6655,0.074,
tile_004322,ok,128,128,4518,7130,0.11,
tile_004323,ok,128,128,5799,7990,0.097,
tile_004324,ok,128,128,3827,5090,0.071,
tile_004325,ok,128,128,4663,6045,0.06,
tile_004326,ok,128,128,5113,6554,0.065,
tile_004327,ok,128,128,4353,5461,0.065,
tile_004328,ok,128,128,3974,4771,0.055,
tile_004329,ok,128,128,4061,5899,0.065,
tile_004330,ok,128,128,3612,5448,0.062,
tile_004331,ok,128,128,3517,5195,0.073,
tile_004332,ok,128,128,4706,5841,0.056,
tile_004333,ok,128,128,5493,6592,0.062,
tile_004334,ok,128,128,4311,5596,0.062,
tile_004335,ok,128,128,3442,5398,0.066,
tile_004336,ok,128,128,4004,6152,0.076,
tile_004337,ok,128,128,3552,5531,0.078,
tile_004338,ok,128,128,3603,5976,0.084,
tile_004339,ok,128,128,4641,6726,0.082,
tile_004340,ok,128,128,4961,6823,0.09,
tile_004341,ok,128,128,5311,7085,0.16,
tile_004342,ok,128,128,4052,5561,0.08,
tile_004343,ok,128,128,3858,5365,0.083,
tile_004344,ok,128,128,4100,5927,0.074,
tile_004345,ok,128,128,3842,4967,0.132,
tile_004346,ok,128,128,4013,5159,0.06,
tile_004347,ok,128,128,3322,4141,0.12,
tile_004348,ok,128,128,3954,5222,0.116,
tile_004349,ok,128,128,3411,4197,0.109,
tile_004350,ok,128,128,3288,4845,0.125,
tile_004351,ok,128,128,3569,5121,0.124,
tile_004352,ok,128,128,3421,4169,0.116,
tile_004353,ok,128,128,4358,5893,0.118,
tile_004354,ok,128,128,4242,5746,0.115,
tile_004355,ok,128,128,3527,5477,0.114,
tile_004356,ok,128,128,3663,5793,0.111,
tile_004357,ok,128,128,4425,6353,0.082,
tile_004358,ok,128,128,6047,7758,0.064,
tile_004359,ok,128,128,4524,6406,0.067,
tile_004360,ok,128,128,3700,5617,0.103,
tile_004361,ok,128,128,3613,5008,0.077,
tile_004362,ok,128,128,4251,6098,0.055,
tile_004363,ok,128,128,4051,4823,0.055,
tile_004364,ok,128,128,3276,4700,0.074,
tile_004365,ok,128,128,3671,5263,0.064,
tile_004366,ok,128,128,4776,6120,0.058,
tile_004367,ok,128,128,3609,4990,0.062,
tile_004368,ok,128,128,4179,6609,0.072,
tile_004369,ok,128,128,3766,5864,0.075,
tile_004370,ok,128,128,3754,6179,0.078,
tile_004371,ok,128,128,3335,5035,0.06,
tile_004372,ok,128,128,3518,5631,0.08,
tile_004373,ok,128,128,3926,6181,0.107,
tile_004374,ok,128,128,3672,5247,0.068,
tile_004375,ok,128,128,3915,5624,0.066,
tile_004376,ok,128,128,3290,4584,0.074,
tile_004377,ok,128,128,4580,7170,0.13,
tile_004378,ok,128,128,3322,4263,0.054,
tile_004379,ok,128,128,5633,6896,0.055,
tile_004380,ok,128,128,3851,4270,0.06,
tile_004381,ok,128,128,4400,6202,0.085,
tile_004382,ok,128,128,3695,5377,0.083,
tile_004383,ok,128,128,3759,5845,0.094,
tile_004384,ok,128,128,4023,6186,0.085,
tile_004385,ok,128,128,4446,7035,0.081,
tile_004386,ok,128,128,3323,5352,0.098,
tile_004387,ok,128,128,3555,5343,0.078,
tile_004388,ok,128,128,3999,6385,0.099,
tile_004389,ok,128,128,4303,6927,0.094,
tile_004390,ok,128,128,3713,5310,0.077,
tile_004391,ok,128,128,3362,5299,0.07,
tile_004392,ok,128,128,3743,6045,0.08,
tile_004393,ok,128,128,3256,4749,0.072,
tile_004394,ok,128,128,4309,6296,0.082,
tile_004395,ok,128,128,4815,6786,0.079,
tile_004396,ok,128,128,3379,4920,0.08,
tile_004397,ok,128,128,3331,4620,0.076,
tile_004398,ok,128,128,4113,4894,0.061,
tile_004399,ok,128,128,3826,4562,0.05,
tile_004400,ok,128,128,3653,5056,0.077,
tile_004401,ok,128,128,3877,4848,0.052,
tile_004402,ok,128,128,3938,5955,0.058,
tile_004403,ok,128,128,4559,6166,0.082,
tile_004404,ok,128,128,3979,5526,0.085,
tile_004405,ok,128,128,4931,6830,0.07,
tile_004406,ok,128,128,3681,5034,0.056,
tile_004407,ok,128,128,4214,6920,0.093,
tile_004408,ok,128,128,4255,6420,0.082,
tile_004409,ok,128,128,3529,5453,0.101,
tile_004410,ok,128,128,3475,4685,0.071,
tile_004411,ok,128,128,3881,5365,0.06,
tile_004412,ok,128,128,4236,6867,0.085,
tile_004413,ok,128,128,3361,5340,0.078,
tile_004414,ok,128,128,3465,5560,0.067,
tile_004415,ok,128,128,3349,5273,0.065,
tile_004416,ok,128,128,4062,5710,0.068,
tile_004417,ok,128,128,4974,7803,0.082,
tile_004418,ok,128,128,3497,5114,0.081,
tile_004419,ok,128,128,3502,5149,0.068,
tile_004420,ok,128,128,3439,5193,0.072,
tile_004421,ok,128,128,4294,5632,0.067,
tile_004422,ok,128,128,3821,5192,0.061,
tile_004423,ok,128,128,4691,6309,0.074,
tile_004424,ok,128,128,3312,4398,0.074,
tile_004425,ok,128,128,4549,6296,0.097,
tile_004426,ok,128,128,3547,5124,0.066,
tile_004427,ok,128,128,5638,7818,0.072,
tile_004428,ok,128,128,4754,6428,0.075,
tile_004429,ok,128,128,3505,4652,0.073,
tile_004430,ok,128,128,4625,6828,0.088,
tile_004431,ok,128,128,4594,7821,0.126,
tile_004432,ok,128,128,3504,5848,0.103,
tile_004433,ok,128,128,3474,5529,0.077,
tile_004434,ok,128,128,3846,5719,0.079,
tile_004435,ok,128,128,3596,5617,0.063,
tile_004436,ok,128,128,4228,4722,0.055,
tile_004437,ok,128,128,4321,5073,0.05,
tile_004438,ok,128,128,3519,4687,0.051,
tile_004439,ok,128,128,4677,6068,0.061,
tile_004440,ok,128,128,4318,5672,0.061,
tile_004441,ok,128,128,4492,6834,0.095,
tile_004442,ok,128,128,5448,7061,0.079,
tile_004443,ok,128,128,4050,5657,0.078,
tile_004444,ok,128,128,4352,6339,0.061,
tile_004445,ok,128,128,3646,5012,0.069,
tile_004446,ok,128,128,3727,5462,0.084,
tile_004447,ok,128,128,3565,6016,0.082,
tile_004448,ok,128,128,3332,5518,0.074,
tile_004449,ok,128,128,3379,5397,0.07,
tile_004450,ok,128,128,3382,5545,0.079,
tile_004451,ok,128,128,4094,6675,0.11,
tile_004452,ok,128,128,3470,5299,0.058,
tile_004453,ok,128,128,3562,5002,0.073,
tile_004454,ok,128,128,3548,5407,0.079,
tile_004455,ok,128,128,3827,5767,0.076,
tile_004456,ok,128,128,3712,5486,0.065,
tile_004457,ok,128,128,4324,6551,0.082,
tile_004458,ok,128,128,3994,5743,0.088,
tile_004459,ok,128,128,4265,5304,0.061,
tile_004460,ok,128,128,3249,4316,0.066,
tile_004461,ok,128,128,3622,5708,0.092,
tile_004462,ok,128,128,4150,5334,0.073,
tile_004463,ok,128,128,5008,6691,0.063,
tile_004464,ok,128,128,5433,7476,0.07,
tile_004465,ok,128,128,4245,5698,0.061,
tile_004466,ok,128,128,5234,6573,0.06,
tile_004467,ok,128,128,4192,6799,0.078,
tile_004468,ok,128,128,3642,5965,0.081,
tile_004469,ok,128,128,3773,6374,0.076,
tile_004470,ok,128,128,3541,6005,0.07,
tile_004471,ok,128,128,3808,6190,0.079,
tile_004472,ok,128,128,4039,5635,0.059,
tile_004473,ok,128,128,3293,4986,0.068,
tile_004474,ok,128,128,3899,6264,0.082,
tile_004475,ok,128,128,3607,5388,0.079,
tile_004476,ok,128,128,3460,5074,0.058,
tile_004477,ok,128,128,4336,6498,0.088,
tile_004478,ok,128,128,3330,4589,0.062,
tile_004479,ok,128,128,3570,5614,0.061,
tile_004480,ok,128,128,4196,5313,0.055,
tile_004481,ok,128,128,3523,5612,0.065,
tile_004482,ok,128,128,3664,5381,0.06,
tile_004483,ok,128,128,3775,4901,0.057,
tile_004484,ok,128,128,5059,6992,0.077,
tile_004485,ok,128,128,5413,7583,0.07,
tile_004486,ok,128,128,5663,7665,0.065,
tile_004487,ok,128,128,5472,7180,0.059,
tile_004488,ok,128,128,4489,6171,0.086,
tile_004489,ok,128,128,3297,5237,0.067,
tile_004490,ok,128,128,3404,5783,0.083,
tile_004491,ok,128,128,3534,5263,0.088,
tile_004492,ok,128,128,4087,5568,0.069,
tile_004493,ok,128,128,3322,4710,0.065,
tile_004494,ok,128,128,3339,5193,0.078,
tile_004495,ok,128,128,3927,6126,0.068,
tile_004496,ok,128,128,3790,5864,0.105,
tile_004497,ok,128,128,4218,6444,0.075,
tile_004498,ok,128,128,3756,5723,0.071,
tile_004499,ok,128,128,4020,6171,0.08,
tile_004500,ok,128,128,4444,6644,0.074,
tile_004501,ok,128,128,3359,4245,0.058,
tile_004502,ok,128,128,3482,4069,0.056,
tile_004503,ok,128,128,4052,4868,0.059,
tile_004504,ok,128,128,4932,7457,0.098,
tile_004505,ok,128,128,4139,6317,0.089,
tile_004506,ok,128,128,4005,6386,0.096,
tile_004507,ok,128,128,3398,5083,0.085,
tile_004508,ok,128,128,3680,5375,0.075,
tile_004509,ok,128,128,4356,6439,0.088,
tile_004510,ok,128,128,3623,6152,0.089,
tile_004511,ok,128,128,3906,5036,0.07,
tile_004512,ok,128,128,6326,7524,0.053,
tile_004513,ok,128,128,4087,5594,0.072,
tile_004514,ok,128,128,3732,5778,0.084,
tile_004515,ok,128,128,3997,5947,0.074,
tile_004516,ok,128,128,3546,5061,0.078,
tile_004517,ok,128,128,3487,5316,0.079,
tile_004518,ok,128,128,4565,5870,0.061,
tile_004519,ok,128,128,3932,5730,0.091,
tile_004520,ok,128,128,3734,5669,0.063,
tile_004521,ok,128,128,4455,6741,0.073,
tile_004522,ok,128,128,3531,5326,0.063,
tile_004523,ok,128,128,4353,6882,0.074,
tile_004524,ok,128,128,4215,6339,0.074,
tile_004525,ok,128,128,3529,5424,0.068,
tile_004526,ok,128,128,4108,6486,0.069,
tile_004527,ok,128,128,4633,7294,0.076,
tile_004528,ok,128,128,4063,6195,0.104,
tile_004529,ok,128,128,5236,6261,0.065,
tile_004530,ok,128,128,3476,4564,0.084,
tile_004531,ok,128,128,6005,6762,0.063,
tile_004532,ok,128,128,3348,5285,0.086,
tile_004533,ok,128,128,4232,6410,0.091,
tile_004534,ok,128,128,4763,6829,0.092,
tile_004535,ok,128,128,4252,6287,0.084,
tile_004536,ok,128,128,3381,4722,0.071,
tile_004537,ok,128,128,3810,4993,0.072,
tile_004538,ok,128,128,3450,5604,0.092,
tile_004539,ok,128,128,4165,5331,0.081,
tile_004540,ok,128,128,5213,6859,0.071,
tile_004541,ok,128,128,3460,4909,0.074,
tile_004542,ok,128,128,3461,5509,0.082,
tile_004543,ok,128,128,4425,6598,0.071,
tile_004544,ok,128,128,3556,5682,0.087,
tile_004545,ok,128,128,4042,5800,0.076,
tile_004546,ok,128,128,4519,6480,0.075,
tile_004547,ok,128,128,3742,5640,0.062,
tile_004548,ok,128,128,5080,7572,0.086,
tile_004549,ok,128,128,3448,5511,0.07,
tile_004550,ok,128,128,3432,5375,0.072,
tile_004551,ok,128,128,3912,5574,0.066,
tile_004552,ok,128,128,3920,6016,0.081,
tile_004553,ok,128,128,4673,7337,0.083,
tile_004554,ok,128,128,3820,5947,0.069,
tile_004555,ok,128,128,3899,5902,0.072,
tile_004556,ok,128,128,3768,5676,0.072,
tile_004557,ok,128,128,3648,5386,0.069,
tile_004558,ok,128,128,5191,8185,0.117,
tile_004559,ok,128,128,3834,5028,0.054,
tile_004560,ok,128,128,3437,4118,0.066,
tile_004561,ok,128,128,4991,6116,0.061,
tile_004562,ok,128,128,3572,5618,0.072,
tile_004563,ok,128,128,4268,6647,0.073,
tile_004564,ok,128,128,3916,6291,0.078,
tile_004565,ok,128,128,4334,6679,0.074,
tile_004566,ok,128,128,5239,6971,0.088,
tile_004567,ok,128,128,4784,6441,0.074,
tile_004568,ok,128,128,4288,5870,0.079,
tile_004569,ok,128,128,4467,5527,0.058,
tile_004570,ok,128,128,3784,5913,0.109,
tile_004571,ok,128,128,3480,5596,0.088,
tile_004572,ok,128,128,4465,6427,0.069,
tile_004573,ok,128,128,3437,5669,0.076,
tile_004574,ok,128,128,3899,4832,0.075,
tile_004575,ok,128,128,3979,5831,0.072,
tile_004576,ok,128,128,3965,6249,0.067,
tile_004577,ok,128,128,3321,5399,0.061,
tile_004578,ok,128,128,3778,5781,0.069,
tile_004579,ok,128,128,4020,5882,0.063,
tile_004580,ok,128,128,3655,5420,0.07,
tile_004581,ok,128,128,4099,6199,0.059,
tile_004582,ok,128,128,4882,7456,0.076,
tile_004583,ok,128,128,3886,5941,0.062,
tile_004584,ok,128,128,4443,6857,0.068,
tile_004585,ok,128,128,4624,7097,0.079,
tile_004586,ok,128,128,3912,6107,0.121,
tile_004587,ok,128,128,3275,4854,0.087,
tile_004588,ok,128,128,3287,5154,0.084,
tile_004589,ok,128,128,4215,5946,0.077,
tile_004590,ok,128,128,4156,5089,0.071,
tile_004591,ok,128,128,5782,7344,0.075,
tile_004592,ok,128,128,5328,6831,0.081,
tile_004593,ok,128,128,5384,6889,0.087,
tile_004594,ok,128,128,3909,5190,0.07,
tile_004595,ok,128,128,3780,6139,0.092,
tile_004596,ok,128,128,4830,6137,0.064,
tile_004597,ok,128,128,3810,6309,0.088,
tile_004598,ok,128,128,3675,6261,0.081,
tile_004599,ok,128,128,3379,5206,0.079,
tile_004600,ok,128,128,3485,5199,0.066,
tile_004601,ok,128,128,3874,6263,0.077,
tile_004602,ok,128,128,5714,9083,0.11,
tile_004603,ok,128,128,3354,5690,0.101,
tile_004604,ok,128,128,3650,5937,0.058,
tile_004605,ok,128,128,3470,5418,0.068,
tile_004606,ok,128,128,3386,5209,0.06,
tile_004607,ok,128,128,3365,5470,0.063,
tile_004608,ok,128,128,4378,6732,0.072,
tile_004609,ok,128,128,3996,6019,0.063,
tile_004610,ok,128,128,3948,5983,0.065,
tile_004611,ok,128,128,6616,7236,0.045,
tile_004612,ok,128,128,3956,5914,0.078,
tile_004613,ok,128,128,3359,4354,0.07,
tile_004614,ok,128,128,4328,5269,0.063,
tile_004615,ok,128,128,3890,7146,0.098,
tile_004616,ok,128,128,3434,6187,0.084,
tile_004617,ok,128,128,5239,8057,0.115,
tile_004618,ok,128,128,3463,5494,0.092,
tile_004619,ok,128,128,3446,5649,0.089,
tile_004620,ok,128,128,4404,6927,0.106,
tile_004621,ok,128,128,4625,6610,0.066,
tile_004622,ok,128,128,3984,6268,0.069,
tile_004623,ok,128,128,4676,6775,0.078,
tile_004624,ok,128,128,3851,6031,0.084,
tile_004625,ok,128,128,3614,5242,0.078,
tile_004626,ok,128,128,3275,5196,0.058,
tile_004627,ok,128,128,4295,7094,0.081,
tile_004628,ok,128,128,3909,6106,0.065,
tile_004629,ok,128,128,4653,6976,0.098,
tile_004630,ok,128,128,4249,6215,0.075,
tile_004631,ok,128,128,3387,4869,0.063,
tile_004632,ok,128,128,4624,6728,0.073,
tile_004633,ok,128,128,3327,4350,0.069,
tile_004634,ok,128,128,3620,5529,0.083,
tile_004635,ok,128,128,4468,5851,0.069,
tile_004636,ok,128,128,3247,3903,0.057,
tile_004637,ok,128,128,4037,4635,0.054,
tile_004638,ok,128,128,5937,7518,0.07,
tile_004639,ok,128,128,3438,4669,0.062,
tile_004640,ok,128,128,5325,7234,0.093,
tile_004641,ok,128,128,4173,5578,0.086,
tile_004642,ok,128,128,4630,5966,0.073,
tile_004643,ok,128,128,6857,7908,0.07,
