tile,status,rows,cols,missing_path_gain_cells,height_covered_cells,seconds,error
tile_010166,ok,128,128,4384,6471,0.116,
tile_010167,ok,128,128,3972,6241,0.115,
tile_010168,ok,128,128,7049,10873,0.124,
tile_010169,ok,128,128,6831,10593,0.155,
tile_010170,ok,128,128,7660,11663,0.129,
tile_010171,ok,128,128,4943,7289,0.09,
tile_010172,ok,128,128,6786,9893,0.098,
tile_010173,ok,128,128,7070,9946,0.085,
tile_010174,ok,128,128,3444,5280,0.068,
tile_010175,ok,128,128,6528,9768,0.119,
tile_010176,ok,128,128,3779,5533,0.108,
tile_010177,ok,128,128,5073,6890,0.093,
tile_010178,ok,128,128,5761,8528,0.123,
tile_010179,ok,128,128,5743,8602,0.094,
tile_010180,ok,128,128,7473,11466,0.139,
tile_010181,ok,128,128,7329,11407,0.137,
tile_010182,ok,128,128,6552,9727,0.123,
tile_010183,ok,128,128,4305,6394,0.104,
tile_010184,ok,128,128,7581,10869,0.108,
tile_010185,ok,128,128,7462,10100,0.095,
tile_010186,ok,128,128,4126,5854,0.072,
tile_010187,ok,128,128,6472,8938,0.081,
tile_010188,ok,128,128,5302,7512,0.11,
tile_010189,ok,128,128,3554,5572,0.121,
tile_010190,ok,128,128,3656,4494,0.074,
tile_010191,ok,128,128,4148,6057,0.1,
tile_010192,ok,128,128,7218,10974,0.126,
tile_010193,ok,128,128,6472,9597,0.121,
tile_010194,ok,128,128,6950,10303,0.096,
tile_010195,ok,128,128,5647,8430,0.107,
tile_010196,ok,128,128,6028,8873,0.111,
tile_010197,ok,128,128,5840,8640,0.1,
tile_010198,ok,128,128,7240,10267,0.124,
tile_010199,ok,128,128,7166,10053,0.095,
tile_010200,ok,128,128,5987,8890,0.119,
tile_010201,ok,128,128,5143,7030,0.093,
tile_010202,ok,128,128,3551,5175,0.079,
tile_010203,ok,128,128,3521,5557,0.082,
tile_010204,ok,128,128,3475,4673,0.066,
tile_010205,ok,128,128,4907,6182,0.075,
tile_010206,ok,128,128,6520,8053,0.074,
tile_010207,ok,128,128,4918,6453,0.064,
tile_010208,ok,128,128,3478,4881,0.082,
tile_010209,ok,128,128,5143,7145,0.1,
tile_010210,ok,128,128,4146,5789,0.078,
tile_010211,ok,128,128,7341,10652,0.156,
tile_010212,ok,128,128,6726,9793,0.176,
tile_010213,ok,128,128,7200,10217,0.113,
tile_010214,ok,128,128,4763,6765,0.082,
tile_010215,ok,128,128,6957,10040,0.11,
tile_010216,ok,128,128,7396,10828,0.125,
tile_010217,ok,128,128,6434,9319,0.106,
tile_010218,ok,128,128,6847,9852,0.112,
tile_010219,ok,128,128,5541,8097,0.102,
tile_010220,ok,128,128,4875,7266,0.088,
tile_010221,ok,128,128,6277,9000,0.087,
tile_010222,ok,128,128,4575,6327,0.077,
tile_010223,ok,128,128,5758,7705,0.086,
tile_010224,ok,128,128,5003,7407,0.093,
tile_010225,ok,128,128,3454,3638,0.061,
tile_010226,ok,128,128,3651,5295,0.072,
tile_010227,ok,128,128,6789,9786,0.121,
tile_010228,ok,128,128,3911,5702,0.061,
tile_010229,ok,128,128,3862,6128,0.074,
tile_010230,ok,128,128,3548,5115,0.078,
tile_010231,ok,128,128,4747,6003,0.056,
tile_010232,ok,128,128,3857,5047,0.058,
tile_010233,ok,128,128,3963,5741,0.089,
tile_010234,ok,128,128,3684,5219,0.069,
tile_010235,ok,128,128,3694,5510,0.081,
tile_010236,ok,128,128,4737,6529,0.084,
tile_010237,ok,128,128,5997,8336,0.068,
tile_010238,ok,128,128,6891,9820,0.1,
tile_010239,ok,128,128,8522,12342,0.134,
tile_010240,ok,128,128,8514,12114,0.132,
tile_010241,ok,128,128,5214,7613,0.082,
tile_010242,ok,128,128,5701,8514,0.11,
tile_010243,ok,128,128,5825,8415,0.081,
tile_010244,ok,128,128,3779,5549,0.069,
tile_010245,ok,128,128,5307,7726,0.077,
tile_010246,ok,128,128,4331,5546,0.064,
tile_010247,ok,128,128,3599,5070,0.082,
tile_010248,ok,128,128,3565,5508,0.07,
tile_010249,ok,128,128,3809,5668,0.07,
tile_010250,ok,128,128,3341,4921,0.072,
tile_010251,ok,128,128,3602,5209,0.132,
tile_010252,ok,128,128,5045,7257,0.105,
tile_010253,ok,128,128,4060,5663,0.058,
tile_010254,ok,128,128,6626,9190,0.073,
tile_010255,ok,128,128,5882,8256,0.086,
tile_010256,ok,128,128,3634,5267,0.07,
tile_010257,ok,128,128,5308,7895,0.1,
tile_010258,ok,128,128,3745,5417,0.074,
tile_010259,ok,128,128,3465,5087,0.076,
tile_010260,ok,128,128,5315,8090,0.079,
tile_010261,ok,128,128,5791,8003,0.075,
tile_010262,ok,128,128,3595,5227,0.084,
tile_010263,ok,128,128,3976,5435,0.089,
tile_010264,ok,128,128,5288,6971,0.076,
tile_010265,ok,128,128,5690,7639,0.087,
tile_010266,ok,128,128,3871,5671,0.077,
tile_010267,ok,128,128,5171,7389,0.131,
tile_010268,ok,128,128,5772,8496,0.113,
tile_010269,ok,128,128,4778,6968,0.089,
tile_010270,ok,128,128,3680,5155,0.104,
tile_010271,ok,128,128,5773,7923,0.094,
tile_010272,ok,128,128,5520,7585,0.09,
tile_010273,ok,128,128,4390,6548,0.098,
tile_010274,ok,128,128,3455,4855,0.072,
tile_010275,ok,128,128,4917,7224,0.076,
tile_010276,ok,128,128,3648,5399,0.077,
tile_010277,ok,128,128,6280,9565,0.096,
tile_010278,ok,128,128,5333,7869,0.088,
tile_010279,ok,128,128,4073,5720,0.103,
tile_010280,ok,128,128,4768,5308,0.076,
tile_010281,ok,128,128,4061,5793,0.086,
tile_010282,ok,128,128,5624,7349,0.077,
tile_010283,ok,128,128,5199,6811,0.07,
tile_010284,ok,128,128,6715,9056,0.073,
tile_010285,ok,128,128,5133,6811,0.078,
tile_010286,ok,128,128,6495,8437,0.096,
tile_010287,ok,128,128,5603,8017,0.101,
tile_010288,ok,128,128,4092,5945,0.096,
tile_010289,ok,128,128,7170,10729,0.18,
tile_010290,ok,128,128,3376,4951,0.104,
tile_010291,ok,128,128,5949,8111,0.08,
tile_010292,ok,128,128,6714,9462,0.098,
tile_010293,ok,128,128,5597,8271,0.089,
tile_010294,ok,128,128,4473,6490,0.07,
tile_010295,ok,128,128,3553,5276,0.086,
tile_010296,ok,128,128,6034,9079,0.121,
tile_010297,ok,128,128,5746,8937,0.105,
tile_010298,ok,128,128,6050,8373,0.099,
tile_010299,ok,128,128,4126,5415,0.059,
tile_010300,ok,128,128,3366,4417,0.138,
tile_010301,ok,128,128,3344,3864,0.049,
tile_010302,ok,128,128,5945,7598,0.06,
tile_010303,ok,128,128,6414,8578,0.088,
tile_010304,ok,128,128,6273,8896,0.119,
tile_010305,ok,128,128,5620,8165,0.105,
tile_010306,ok,128,128,3873,5529,0.071,
tile_010307,ok,128,128,3538,5122,0.095,
tile_010308,ok,128,128,3536,4723,0.071,
tile_010309,ok,128,128,4737,6356,0.073,
tile_010310,ok,128,128,4160,6055,0.088,
tile_010311,ok,128,128,3894,5783,0.074,
tile_010312,ok,128,128,3324,4634,0.073,
tile_010313,ok,128,128,3862,5660,0.065,
tile_010314,ok,128,128,3882,5613,0.068,
tile_010315,ok,128,128,5573,7317,0.089,
tile_010316,ok,128,128,6827,9358,0.093,
tile_010317,ok,128,128,4418,6102,0.067,
tile_010318,ok,128,128,3476,4699,0.068,
tile_010319,ok,128,128,4114,5514,0.072,
tile_010320,ok,128,128,4017,5694,0.069,
tile_010321,ok,128,128,7477,10816,0.117,
tile_010322,ok,128,128,5623,7985,0.082,
tile_010323,ok,128,128,5934,8173,0.079,
tile_010324,ok,128,128,3269,4852,0.067,
tile_010325,ok,128,128,3361,4458,0.058,
tile_010326,ok,128,128,5006,7158,0.086,
tile_010327,ok,128,128,6410,8955,0.112,
tile_010328,ok,128,128,7119,9848,0.121,
tile_010329,ok,128,128,6945,9696,0.092,
tile_010330,ok,128,128,5900,8085,0.083,
tile_010331,ok,128,128,3726,4706,0.076,
tile_010332,ok,128,128,3990,5712,0.08,
tile_010333,ok,128,128,3746,5189,0.088,
tile_010334,ok,128,128,5681,6775,0.057,
tile_010335,ok,128,128,4003,5101,0.064,
tile_010336,ok,128,128,7626,9592,0.1,
tile_010337,ok,128,128,5738,8377,0.113,
tile_010338,ok,128,128,3394,5205,0.063,
tile_010339,ok,128,128,5070,7316,0.098,
tile_010340,ok,128,128,6489,8313,0.09,
tile_010341,ok,128,128,3798,5026,0.067,
tile_010342,ok,128,128,4083,5980,0.094,
tile_010343,ok,128,128,7159,9845,0.092,
tile_010344,ok,128,128,6926,9558,0.102,
tile_010345,ok,128,128,4746,6582,0.066,
tile_010346,ok,128,128,3337,4058,0.054,
tile_010347,ok,128,128,5490,7329,0.078,
tile_010348,ok,128,128,4564,6000,0.07,
tile_010349,ok,128,128,6801,8543,0.092,
tile_010350,ok,128,128,3758,5855,0.081,
tile_010351,ok,128,128,4173,5535,0.098,
tile_010352,ok,128,128,3561,5033,0.071,
tile_010353,ok,128,128,3855,5415,0.067,
tile_010354,ok,128,128,4942,7104,0.104,
tile_010355,ok,128,128,5199,6964,0.069,
tile_010356,ok,128,128,7330,9536,0.086,
tile_010357,ok,128,128,5642,7816,0.105,
tile_010358,ok,128,128,3217,4944,0.125,
tile_010359,ok,128,128,3499,5170,0.099,
tile_010360,ok,128,128,5121,7362,0.106,
tile_010361,ok,128,128,5068,7837,0.088,
tile_010362,ok,128,128,3915,6152,0.09,
tile_010363,ok,128,128,8598,10370,0.116,
tile_010364,ok,128,128,7781,9697,0.094,
tile_010365,ok,128,128,6279,7808,0.085,
tile_010366,ok,128,128,3462,4833,0.088,
tile_010367,ok,128,128,4070,5751,0.099,
tile_010368,ok,128,128,4098,5958,0.095,
tile_010369,ok,128,128,5246,7037,0.065,
tile_010370,ok,128,128,7349,9645,0.089,
tile_010371,ok,128,128,3598,4974,0.07,
tile_010372,ok,128,128,5585,8039,0.14,
tile_010373,ok,128,128,3559,5116,0.098,
tile_010374,ok,128,128,4081,6033,0.067,
tile_010375,ok,128,128,4130,6165,0.077,
tile_010376,ok,128,128,4993,6279,0.11,
tile_010377,ok,128,128,3858,5073,0.09,
tile_010378,ok,128,128,6204,8451,0.068,
tile_010379,ok,128,128,8978,11470,0.076,
tile_010380,ok,128,128,7912,9532,0.063,
tile_010381,ok,128,128,9094,11490,0.098,
tile_010382,ok,128,128,7152,9649,0.083,
tile_010383,ok,128,128,4701,6372,0.08,
tile_010384,ok,128,128,8054,10417,0.09,
tile_010385,ok,128,128,4136,5648,0.078,
tile_010386,ok,128,128,4460,5307,0.054,
tile_010387,ok,128,128,3893,5862,0.078,
tile_010388,ok,128,128,3770,5547,0.101,
tile_010389,ok,128,128,3294,4424,0.105,
tile_010390,ok,128,128,4645,6424,0.078,
tile_010391,ok,128,128,5842,7657,0.077,
tile_010392,ok,128,128,7730,9141,0.07,
tile_010393,ok,128,128,6107,7705,0.084,
tile_010394,ok,128,128,3767,4826,0.067,
tile_010395,ok,128,128,7161,9086,0.078,
tile_010396,ok,128,128,6554,8647,0.093,
tile_010397,ok,128,128,7282,9489,0.081,
tile_010398,ok,128,128,7115,9453,0.095,
tile_010399,ok,128,128,5611,7789,0.083,
tile_010400,ok,128,128,7292,10268,0.107,
tile_010401,ok,128,128,8351,8603,0.073,
tile_010402,ok,128,128,3948,6346,0.133,
tile_010403,ok,128,128,3499,5552,0.078,
tile_010404,ok,128,128,3970,5767,0.12,
tile_010405,ok,128,128,7435,9283,0.073,
tile_010406,ok,128,128,7664,9605,0.073,
tile_010407,ok,128,128,6590,8565,0.079,
tile_010408,ok,128,128,5271,7463,0.08,
tile_010409,ok,128,128,3492,5194,0.082,
tile_010410,ok,128,128,7643,7859,0.052,
tile_010411,ok,128,128,5658,6334,0.062,
tile_010412,ok,128,128,3825,5550,0.075,
tile_010413,ok,128,128,3526,5109,0.099,
tile_010414,ok,128,128,4253,5673,0.071,
tile_010415,ok,128,128,5071,6479,0.073,
tile_010416,ok,128,128,4962,6704,0.059,
tile_010417,ok,128,128,4859,6526,0.082,
tile_010418,ok,128,128,4273,6201,0.077,
tile_010419,ok,128,128,7011,10571,0.136,
tile_010420,ok,128,128,3690,4874,0.073,
tile_010421,ok,128,128,4898,6827,0.102,
tile_010422,ok,128,128,3694,5316,0.084,
tile_010423,ok,128,128,3276,4962,0.076,
tile_010424,ok,128,128,4235,6619,0.104,
tile_010425,ok,128,128,7094,10503,0.109,
tile_010426,ok,128,128,4503,5337,0.056,
tile_010427,ok,128,128,3998,4708,0.066,
tile_010428,ok,128,128,3579,5213,0.092,
tile_010429,ok,128,128,3428,5155,0.098,
tile_010430,ok,128,128,3586,4938,0.065,
tile_010431,ok,128,128,3863,5980,0.094,
tile_010432,ok,128,128,3943,4716,0.052,
tile_010433,ok,128,128,4249,4636,0.069,
tile_010434,ok,128,128,4332,6190,0.071,
tile_010435,ok,128,128,3526,5026,0.088,
tile_010436,ok,128,128,3821,5155,0.059,
tile_010437,ok,128,128,5186,6332,0.085,
tile_010438,ok,128,128,3452,5190,0.09,
tile_010439,ok,128,128,4552,7079,0.094,
tile_010440,ok,128,128,4151,5972,0.067,
tile_010441,ok,128,128,4411,6609,0.084,
tile_010442,ok,128,128,5998,9145,0.108,
tile_010443,ok,128,128,3734,5415,0.078,
tile_010444,ok,128,128,6574,8021,0.07,
tile_010445,ok,128,128,4523,5965,0.07,
tile_010446,ok,128,128,4110,6407,0.122,
tile_010447,ok,128,128,3875,5522,0.078,
tile_010448,ok,128,128,3874,5836,0.077,
tile_010449,ok,128,128,3527,5527,0.077,
tile_010450,ok,128,128,5003,8054,0.091,
tile_010451,ok,128,128,4789,7410,0.13,
tile_010452,ok,128,128,4863,7612,0.124,
tile_010453,ok,128,128,3794,6085,0.122,
tile_010454,ok,128,128,6529,8254,0.121,
tile_010455,ok,128,128,6642,8772,0.067,
tile_010456,ok,128,128,5206,6807,0.058,
tile_010457,ok,128,128,5137,6052,0.048,
tile_010458,ok,128,128,3363,4982,0.124,
tile_010459,ok,128,128,4367,6827,0.109,
tile_010460,ok,128,128,3689,5623,0.099,
tile_010461,ok,128,128,3722,6135,0.099,
tile_010462,ok,128,128,4840,6143,0.079,
tile_010463,ok,128,128,5494,6776,0.084,
tile_010464,ok,128,128,5920,7744,0.08,
tile_010465,ok,128,128,5026,7417,0.113,
tile_010466,ok,128,128,6292,9222,0.102,
tile_010467,ok,128,128,3465,5625,0.09,
tile_010468,ok,128,128,3687,5710,0.074,
tile_010469,ok,128,128,3772,6191,0.087,
tile_010470,ok,128,128,3370,5042,0.071,
tile_010471,ok,128,128,3741,4870,0.065,
tile_010472,ok,128,128,3431,4672,0.065,
tile_010473,ok,128,128,4235,6175,0.073,
tile_010474,ok,128,128,5237,8141,0.087,
tile_010475,ok,128,128,5107,7615,0.079,
tile_010476,ok,128,128,7642,11123,0.138,
tile_010477,ok,128,128,3770,5522,0.077,
tile_010478,ok,128,128,3646,4652,0.101,
tile_010479,ok,128,128,4576,7418,0.102,
tile_010480,ok,128,128,3963,5433,0.066,
tile_010481,ok,128,128,4994,7231,0.095,
tile_010482,ok,128,128,7696,11276,0.14,
tile_010483,ok,128,128,5328,8363,0.098,
tile_010484,ok,128,128,3755,5448,0.104,
tile_010485,ok,128,128,3593,5106,0.074,
tile_010486,ok,128,128,4146,6646,0.097,
tile_010487,ok,128,128,4164,4898,0.067,
tile_010488,ok,128,128,3320,3761,0.049,
tile_010489,ok,128,128,3658,4936,0.143,
tile_010490,ok,128,128,3971,5104,0.082,
tile_010491,ok,128,128,3305,4715,0.083,
tile_010492,ok,128,128,4139,5266,0.111,
tile_010493,ok,128,128,5589,8181,0.11,
tile_010494,ok,128,128,3474,5026,0.074,
tile_010495,ok,128,128,5029,8127,0.107,
tile_010496,ok,128,128,3329,4506,0.067,
tile_010497,ok,128,128,3601,4695,0.075,
tile_010498,ok,128,128,4542,6211,0.097,
tile_010499,ok,128,128,4775,6623,0.13,
tile_010500,ok,128,128,3839,4752,0.064,
tile_010501,ok,128,128,3597,4792,0.06,
tile_010502,ok,128,128,4507,6050,0.088,
tile_010503,ok,128,128,3563,4289,0.063,
tile_010504,ok,128,128,4439,6212,0.062,
tile_010505,ok,128,128,3926,5220,0.072,
tile_010506,ok,128,128,3633,4914,0.076,
tile_010507,ok,128,128,4263,5805,0.084,
tile_010508,ok,128,128,3587,5145,0.064,
tile_010509,ok,128,128,4036,5039,0.055,
tile_010510,ok,128,128,3302,4893,0.08,
tile_010511,ok,128,128,3555,4644,0.128,
tile_010512,ok,128,128,3761,4626,0.068,
tile_010513,ok,128,128,4581,6882,0.08,
tile_010514,ok,128,128,3513,4999,0.088,
tile_010515,ok,128,128,3590,5004,0.102,
tile_010516,ok,128,128,4264,6322,0.078,
tile_010517,ok,128,128,4652,6133,0.068,
tile_010518,ok,128,128,3687,5414,0.095,
tile_010519,ok,128,128,4603,5208,0.051,
tile_010520,ok,128,128,3591,4864,0.063,
tile_010521,ok,128,128,3304,4818,0.061,
tile_010522,ok,128,128,4325,6358,0.087,
tile_010523,ok,128,128,3320,4803,0.065,
tile_010524,ok,128,128,3324,4175,0.062,
tile_010525,ok,128,128,3327,4523,0.096,
tile_010526,ok,128,128,3624,5123,0.099,
tile_010527,ok,128,128,3312,4723,0.076,
tile_010528,ok,128,128,3441,4532,0.054,
tile_010529,ok,128,128,3553,5438,0.086,
tile_010530,ok,128,128,3877,4748,0.06,
tile_010531,ok,128,128,3276,5164,0.08,
tile_010532,ok,128,128,4817,6867,0.078,
tile_010533,ok,128,128,3839,5082,0.069,
tile_010534,ok,128,128,4911,7199,0.098,
tile_010535,ok,128,128,3918,5617,0.091,
tile_010536,ok,128,128,5277,5915,0.051,
tile_010537,ok,128,128,3633,4349,0.051,
tile_010538,ok,128,128,4069,5265,0.07,
tile_010539,ok,128,128,3697,4249,0.067,
tile_010540,ok,128,128,3904,5545,0.084,
tile_010541,ok,128,128,5125,8245,0.118,
tile_010542,ok,128,128,3609,4249,0.072,
tile_010543,ok,128,128,4276,5843,0.071,
tile_010544,ok,128,128,3687,5222,0.092,
tile_010545,ok,128,128,3560,4866,0.098,
tile_010546,ok,128,128,4357,6766,0.121,
tile_010547,ok,128,128,3581,4943,0.103,
tile_010548,ok,128,128,4508,6665,0.105,
tile_010549,ok,128,128,5331,7849,0.109,
tile_010550,ok,128,128,3900,4950,0.115,
tile_010551,ok,128,128,3625,4839,0.055,
tile_010552,ok,128,128,5613,6694,0.058,
tile_010553,ok,128,128,3556,4051,0.056,
tile_010554,ok,128,128,3949,4878,0.063,
tile_010555,ok,128,128,5390,6932,0.062,
tile_010556,ok,128,128,4159,5628,0.063,
tile_010557,ok,128,128,3370,4531,0.053,
tile_010558,ok,128,128,3231,4534,0.114,
tile_010559,ok,128,128,3667,5061,0.104,
tile_010560,ok,128,128,3824,5578,0.065,
tile_010561,ok,128,128,3530,4654,0.06,
tile_010562,ok,128,128,3521,4600,0.066,
tile_010563,ok,128,128,5039,6280,0.055,
tile_010564,ok,128,128,4324,5577,0.061,
tile_010565,ok,128,128,3635,5263,0.114,
tile_010566,ok,128,128,5510,6782,0.05,
tile_010567,ok,128,128,4253,6217,0.106,
tile_010568,ok,128,128,3476,4783,0.07,
tile_010569,ok,128,128,3890,5325,0.086,
tile_010570,ok,128,128,4515,6838,0.135,
tile_010571,ok,128,128,3435,4833,0.064,
tile_010572,ok,128,128,7274,11061,0.158,
tile_010573,ok,128,128,4826,6705,0.115,
tile_010574,ok,128,128,3521,5154,0.064,
tile_010575,ok,128,128,3273,4337,0.077,
tile_010576,ok,128,128,3449,4721,0.071,
tile_010577,ok,128,128,3890,5052,0.07,
tile_010578,ok,128,128,3518,4206,0.074,
tile_010579,ok,128,128,3475,5642,0.09,
tile_010580,ok,128,128,3621,5624,0.083,
tile_010581,ok,128,128,4720,5804,0.074,
tile_010582,ok,128,128,3741,5153,0.077,
tile_010583,ok,128,128,3503,4436,0.067,
tile_010584,ok,128,128,3915,5110,0.063,
tile_010585,ok,128,128,3662,5682,0.116,
tile_010586,ok,128,128,3744,4645,0.055,
tile_010587,ok,128,128,4011,4796,0.054,
tile_010588,ok,128,128,3398,4219,0.062,
tile_010589,ok,128,128,3623,5377,0.102,
tile_010590,ok,128,128,3573,3909,0.059,
tile_010591,ok,128,128,3856,5495,0.068,
tile_010592,ok,128,128,3423,4706,0.065,
tile_010593,ok,128,128,3543,4066,0.056,
tile_010594,ok,128,128,4093,4951,0.063,
tile_010595,ok,128,128,3462,4462,0.07,
tile_010596,ok,128,128,3650,4408,0.064,
tile_010597,ok,128,128,7156,7742,0.064,
tile_010598,ok,128,128,4437,4916,0.066,
tile_010599,ok,128,128,3462,4671,0.079,
tile_010600,ok,128,128,4292,6311,0.111,
tile_010601,ok,128,128,3622,3992,0.067,
tile_010602,ok,128,128,3431,3873,0.072,
tile_010603,ok,128,128,4026,5534,0.156,
tile_010604,ok,128,128,3464,4943,0.106,
tile_010605,ok,128,128,3471,4235,0.07,
tile_010606,ok,128,128,3413,4180,0.072,
tile_010607,ok,128,128,3976,6203,0.137,
tile_010608,ok,128,128,4421,5562,0.071,
tile_010609,ok,128,128,3793,5351,0.071,
tile_010610,ok,128,128,4366,6178,0.114,
tile_010611,ok,128,128,3889,4928,0.081,
tile_010612,ok,128,128,5247,5791,0.073,
tile_010613,ok,128,128,3618,4968,0.087,
tile_010614,ok,128,128,3467,5275,0.097,
tile_010615,ok,128,128,4528,6847,0.162,
tile_010616,ok,128,128,3717,5233,0.07,
tile_010617,ok,128,128,4291,6753,0.127,
tile_010618,ok,128,128,3535,4941,0.088,
tile_010619,ok,128,128,4860,7292,0.111,
tile_010620,ok,128,128,4836,6810,0.1,
tile_010621,ok,128,128,4112,5209,0.061,
tile_010622,ok,128,128,4585,6155,0.094,
tile_010623,ok,128,128,3422,4157,0.047,
tile_010624,ok,128,128,6922,8581,0.062,
tile_010625,ok,128,128,4772,5903,0.078,
tile_010626,ok,128,128,4032,6420,0.088,
tile_010627,ok,128,128,3558,4505,0.075,
tile_010628,ok,128,128,3826,5548,0.077,
tile_010629,ok,128,128,6038,8469,0.104,
tile_010630,ok,128,128,4697,6538,0.078,
tile_010631,ok,128,128,4832,6876,0.094,
tile_010632,ok,128,128,3776,4756,0.063,
tile_010633,ok,128,128,3775,4612,0.076,
tile_010634,ok,128,128,3371,4094,0.058,
tile_010635,ok,128,128,4347,4879,0.061,
tile_010636,ok,128,128,5451,6833,0.076,
tile_010637,ok,128,128,4360,7401,0.136,
tile_010638,ok,128,128,3325,6082,0.125,
tile_010639,ok,128,128,4514,6522,0.094,
tile_010640,ok,128,128,6147,7798,0.077,
tile_010641,ok,128,128,4294,5412,0.067,
tile_010642,ok,128,128,5333,7492,0.087,
tile_010643,ok,128,128,3498,4712,0.077,
tile_010644,ok,128,128,3622,4532,0.079,
tile_010645,ok,128,128,3324,4157,0.078,
tile_010646,ok,128,128,5997,6327,0.059,
tile_010647,ok,128,128,4733,6383,0.106,
tile_010648,ok,128,128,4702,5768,0.076,
tile_010649,ok,128,128,5121,6066,0.075,
tile_010650,ok,128,128,4065,6490,0.131,
tile_010651,ok,128,128,5221,6118,0.065,
tile_010652,ok,128,128,4213,4940,0.074,
tile_010653,ok,128,128,3464,4693,0.078,
tile_010654,ok,128,128,4886,6607,0.074,
tile_010655,ok,128,128,3563,4437,0.124,
tile_010656,ok,128,128,4371,5728,0.081,
tile_010657,ok,128,128,4843,5847,0.082,
tile_010658,ok,128,128,9020,12783,0.188,
tile_010659,ok,128,128,4742,6480,0.117,
tile_010660,ok,128,128,4525,6673,0.106,
tile_010661,ok,128,128,3738,5523,0.074,
tile_010662,ok,128,128,3365,4505,0.063,
tile_010663,ok,128,128,6064,7498,0.063,
tile_010664,ok,128,128,3296,4078,0.061,
tile_010665,ok,128,128,4081,5255,0.067,
tile_010666,ok,128,128,5112,6146,0.051,
tile_010667,ok,128,128,3684,4726,0.074,
tile_010668,ok,128,128,3543,5369,0.073,
tile_010669,ok,128,128,4414,6043,0.063,
tile_010670,ok,128,128,5828,6903,0.052,
tile_010671,ok,128,128,5137,6653,0.062,
tile_010672,ok,128,128,3427,5345,0.094,
tile_010673,ok,128,128,3400,5348,0.083,
tile_010674,ok,128,128,3303,4985,0.068,
tile_010675,ok,128,128,4362,6631,0.094,
tile_010676,ok,128,128,3797,4926,0.054,
tile_010677,ok,128,128,4055,5967,0.076,
tile_010678,ok,128,128,3679,5066,0.064,
tile_010679,ok,128,128,3636,4868,0.061,
tile_010680,ok,128,128,3684,5750,0.125,
tile_010681,ok,128,128,5988,8189,0.13,
tile_010682,ok,128,128,4798,7382,0.09,
tile_010683,ok,128,128,4449,6858,0.094,
tile_010684,ok,128,128,4009,6205,0.085,
tile_010685,ok,128,128,4351,6042,0.074,
tile_010686,ok,128,128,5851,7104,0.059,
tile_010687,ok,128,128,3686,5721,0.084,
tile_010688,ok,128,128,4483,6129,0.077,
tile_010689,ok,128,128,4047,5811,0.078,
tile_010690,ok,128,128,3627,4223,0.071,
tile_010691,ok,128,128,4196,4769,0.064,
tile_010692,ok,128,128,4865,5892,0.066,
tile_010693,ok,128,128,3484,4454,0.062,
tile_010694,ok,128,128,4423,6949,0.11,
tile_010695,ok,128,128,6374,9694,0.125,
tile_010696,ok,128,128,5192,7883,0.092,
tile_010697,ok,128,128,4363,6052,0.09,
tile_010698,ok,128,128,3982,5070,0.072,
tile_010699,ok,128,128,6664,10363,0.123,
tile_010700,ok,128,128,7246,11367,0.137,
tile_010701,ok,128,128,6407,10415,0.123,
tile_010702,ok,128,128,4169,6112,0.089,
tile_010703,ok,128,128,3612,5605,0.089,
tile_010704,ok,128,128,3794,5302,0.095,
tile_010705,ok,128,128,4109,4672,0.068,
tile_010706,ok,128,128,3534,4291,0.056,
tile_010707,ok,128,128,4406,5534,0.066,
tile_010708,ok,128,128,3501,4164,0.079,
tile_010709,ok,128,128,5888,9019,0.111,
tile_010710,ok,128,128,4852,7008,0.072,
tile_010711,ok,128,128,3661,5288,0.09,
tile_010712,ok,128,128,4436,5755,0.077,
tile_010713,ok,128,128,3962,6717,0.088,
tile_010714,ok,128,128,6544,9878,0.117,
tile_010715,ok,128,128,6405,9726,0.119,
tile_010716,ok,128,128,6186,9757,0.123,
tile_010717,ok,128,128,6665,10638,0.139,
tile_010718,ok,128,128,3752,5714,0.085,
tile_010719,ok,128,128,3736,4192,0.06,
tile_010720,ok,128,128,3525,5284,0.092,
tile_010721,ok,128,128,3281,3761,0.077,
tile_010722,ok,128,128,3972,6410,0.082,
tile_010723,ok,128,128,4595,7273,0.079,
tile_010724,ok,128,128,3306,4394,0.062,
tile_010725,ok,128,128,3663,5180,0.074,
tile_010726,ok,128,128,4267,6930,0.12,
tile_010727,ok,128,128,6557,10047,0.104,
tile_010728,ok,128,128,4960,7826,0.083,
tile_010729,ok,128,128,5719,9242,0.123,
tile_010730,ok,128,128,6701,11040,0.126,
tile_010731,ok,128,128,4477,7579,0.114,
tile_010732,ok,128,128,4265,6019,0.083,
tile_010733,ok,128,128,3608,5317,0.082,
tile_010734,ok,128,128,3828,4936,0.056,
tile_010735,ok,128,128,3617,4751,0.062,
tile_010736,ok,128,128,3332,4508,0.102,
tile_010737,ok,128,128,4598,6423,0.102,
tile_010738,ok,128,128,3515,5621,0.114,
tile_010739,ok,128,128,4887,7596,0.11,
tile_010740,ok,128,128,3611,5815,0.088,
tile_010741,ok,128,128,5203,7995,0.096,
tile_010742,ok,128,128,3553,6007,0.08,
tile_010743,ok,128,128,3760,4555,0.055,
tile_010744,ok,128,128,3702,4820,0.063,
tile_010745,ok,128,128,3428,4724,0.076,
tile_010746,ok,128,128,3694,5878,0.081,
