epoch,learning_rate,train_loss,train_rmse_db,train_mae_db,train_dpm_baseline_rmse_db,train_dpm_baseline_mae_db,train_calibrated_dpm_rmse_db,train_calibrated_dpm_mae_db,train_rmse_improvement_vs_dpm_db,train_mae_improvement_vs_dpm_db,train_rmse_improvement_vs_calibrated_db,train_mae_improvement_vs_calibrated_db,train_valid_pixels,val_loss,val_rmse_db,val_mae_db,val_dpm_baseline_rmse_db,val_dpm_baseline_mae_db,val_calibrated_dpm_rmse_db,val_calibrated_dpm_mae_db,val_rmse_improvement_vs_dpm_db,val_mae_improvement_vs_dpm_db,val_rmse_improvement_vs_calibrated_db,val_mae_improvement_vs_calibrated_db,val_valid_pixels,best_val_rmse_db,improved,patience_used
21,0.001,0.47290816929333374,5.760952845427786,2.9512332022433667,13.464471713615994,12.383916269992966,8.375923650743504,5.629576702758591,7.703518868188208,9.432683067749599,2.6149708053157177,2.6783435005152243,214833375.0,0.49689847032229106,5.907634900272346,3.150797191942032,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.53943343592936,9.205445977317538,2.5657365018391856,2.5343970063249186,28040518.0,5.871840878649148,False,2
22,0.001,0.47048310974825863,5.744735061420609,2.9356333344388412,13.464529330504613,12.38435023887699,8.375746448664618,5.629773458150997,7.719794269084003,9.44871690443815,2.6310113872440084,2.694140123712156,214833375.0,0.4879571305380927,5.8535850604819,2.977220624098314,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.593483275719806,9.379022545161256,2.6197863416296316,2.7079735741686366,28040518.0,5.8535850604819,True,0
23,0.001,0.467349800720942,5.726204281320126,2.9238989629753758,13.4641373770253,12.383554813119703,8.3749991831616,5.629173915016696,7.737933095705174,9.459655850144328,2.648794901841474,2.70527495204132,214833375.0,0.48524740934371946,5.837587895002784,2.9689865371780937,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.609480441198922,9.387256632081476,2.635783507108748,2.716207661088857,28040518.0,5.837587895002784,True,0
24,0.001,0.4666201823617706,5.721818644709596,2.919392466952586,13.46394939046189,12.383357955904199,8.376037293311484,5.629430334672161,7.742130745752294,9.463965488951612,2.654218648601888,2.710037867719575,214833375.0,0.4796259217792087,5.803648921200484,2.957497776075321,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.6434194150012225,9.398745393184248,2.669722480911048,2.7276964221916296,28040518.0,5.803648921200484,True,0
25,0.001,0.46471513383898916,5.70887179159007,2.909951613954303,13.46436281528077,12.38372390928551,8.37537334778127,5.629534186669087,7.7554910236907,9.473772295331209,2.6665015561912,2.719582572714784,214833375.0,0.47827616731325784,5.795544848773512,2.9543394022713847,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.651523487428194,9.401903766988184,2.6778265533380194,2.730854795995566,28040518.0,5.795544848773512,True,0
26,0.001,0.46254337550607943,5.695912409730467,2.8987919020962174,13.464649623944174,12.384362520488262,8.376140132857554,5.6299837501971,7.768737214213707,9.485570618392044,2.6802277231270866,2.731191848100883,214833375.0,0.47579429149627683,5.780454738187235,2.9204968547656645,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.666613598014472,9.435746314493905,2.692916663924297,2.764697343501286,28040518.0,5.780454738187235,True,0
27,0.001,0.4617100254007099,5.691059302421479,2.894435475865889,13.464669160299906,12.384060528304785,8.375764091848541,5.6298492855218605,7.7736098578784265,9.489625052438896,2.6847047894270624,2.7354138096559715,214833375.0,0.47631870706876117,5.783652010964057,2.9458585741889647,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.663416325237649,9.410384595070605,2.6897193911474746,2.739335624077986,28040518.0,5.780454738187235,False,1
28,0.001,0.45954546734384777,5.678522845393783,2.886202106050794,13.464691558348402,12.384210630680638,8.37521503224026,5.629545704316194,7.78616871295462,9.498008524629844,2.6966921868464766,2.7433435982654,214833375.0,0.4743776824739244,5.7721182656745915,2.9397275444412263,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.674950070527115,9.416515624818343,2.7012531364369403,2.745466653825724,28040518.0,5.7721182656745915,True,0
29,0.001,0.4590809796213055,5.675612618468837,2.884566557395935,13.464036126744862,12.383698631555735,8.375791023099303,5.629136396986734,7.788423508276025,9.4991320741598,2.700178404630466,2.744569839590799,214833375.0,0.48044988446765474,5.809089955998751,3.002358540148937,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.637978380202955,9.353884629110631,2.6642814461127804,2.6828356581180133,28040518.0,5.7721182656745915,False,1
30,0.001,0.45663226402400175,5.661079857488813,2.8716856799484716,13.464239214948858,12.383775133868284,8.376139692173322,5.6293271232879905,7.803159357460045,9.512089453919812,2.7150598346845083,2.757641443339519,214833375.0,0.47118692927890354,5.752397570725328,2.9269301101177945,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.694670765476379,9.429313059141775,2.720973831386204,2.758264088149156,28040518.0,5.752397570725328,True,0
31,0.001,0.4555074576059045,5.652372779852113,2.8652564033637695,13.463896031774835,12.383647899214914,8.375099178154972,5.629179437319737,7.811523251922722,9.518391495851144,2.722726398302859,2.763923033955967,214833375.0,0.4723324431313409,5.759580147983491,2.918185632305366,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.687488188218215,9.438057536954203,2.713791254128041,2.7670085659615844,28040518.0,5.752397570725328,False,1
32,0.001,0.45371468649232144,5.641953149454967,2.859483534913977,13.464762790048463,12.384221909188923,8.375979309358467,5.629883174576576,7.822809640593496,9.524738374274946,2.7340261599035003,2.7703996396625987,214833375.0,0.4704484383265177,5.747660739683577,2.9069602646070947,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.699407596518129,9.449282904652474,2.7257106624279546,2.778233933659856,28040518.0,5.747660739683577,True,0
33,0.001,0.4526185589102356,5.635832656066868,2.855318379593022,13.463932315290174,12.38375045311279,8.374018893331579,5.628831507790631,7.828099659223306,9.528432073519769,2.7381862372647108,2.773513128197609,214833375.0,0.46777336796124774,5.731543611287493,2.888568118195962,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.715524724914213,9.467675051063607,2.741827790824039,2.7966260800709883,28040518.0,5.731543611287493,True,0
34,0.001,0.45137891566648514,5.627450116920286,2.8485479915539194,13.46357839489604,12.383286453978577,8.374545634479341,5.628825283199131,7.836128277975753,9.534738462424658,2.747095517559055,2.7802772916452114,214833375.0,0.4699280639489492,5.745424147984745,2.8744434081067975,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.701644188216961,9.481799761152772,2.7279472541267866,2.810750790160153,28040518.0,5.731543611287493,False,1
35,0.001,0.45101473862824204,5.624894520734361,2.8465768793489374,13.46452054541774,12.383887920114834,8.376989246636086,5.629920801411791,7.839626024683379,9.537311040765896,2.752094725901725,2.783343922062854,214833375.0,0.46678709454006617,5.725778288113348,2.902095991058368,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.721290048088358,9.4541471782012,2.7475931139981835,2.7830982072085826,28040518.0,5.725778288113348,True,0
36,0.001,0.44881475863219006,5.611382169405591,2.8375438726641056,13.462807680687195,12.382637338123091,8.373896265584444,5.628342834301234,7.8514255112816045,9.545093465458987,2.762514096178853,2.7907989616371287,214833375.0,0.46432891488075256,5.710021460261725,2.9001704738478797,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.737046875939981,9.45607269541169,2.763349941849807,2.7850237244190708,28040518.0,5.710021460261725,True,0
37,0.001,0.4478250801388469,5.603700449748911,2.8293549698690903,13.464780480895259,12.384186446821868,8.376817966123646,5.630303954169133,7.861080031146348,9.554831476952778,2.773117516374735,2.8009489843000424,214833375.0,0.4657344791624281,5.719175346678161,2.887286840599735,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.7278929895235455,9.468956328659834,2.754196055433371,2.7979073576672153,28040518.0,5.710021460261725,False,1
38,0.001,0.44712017760598416,5.602142138222748,2.830091848217252,13.464336310329832,12.38385435456665,8.376093557462822,5.629638102087257,7.862194172107085,9.553762506349397,2.773951419240074,2.799546253870005,214833375.0,0.4643408689233992,5.7105818062725495,2.864382676525448,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.736486529929157,9.491860492734121,2.7627895958389823,2.8208115217415024,28040518.0,5.710021460261725,False,2
39,0.001,0.4458097363671949,5.593421703025179,2.823798337316071,13.464054905484836,12.383572477972754,8.375105565255355,5.6291372918663125,7.870633202459658,9.559774140656682,2.7816838622301763,2.8053389545502414,214833375.0,0.46200318071577284,5.696437497945514,2.8805044988826527,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.750630838256193,9.475738670376916,2.776933904166018,2.804689699384298,28040518.0,5.696437497945514,True,0
40,0.001,0.444504285400564,5.584377618994761,2.8173634345687675,13.464639032290428,12.384311551917852,8.374976893033,5.629229476099791,7.880261413295667,9.566948117349085,2.7905992740382395,2.8118660415310237,214833375.0,0.4602699981795417,5.68547340358439,2.8573088146945076,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.761594932617316,9.498934354565062,2.787897998527142,2.827885383572443,28040518.0,5.68547340358439,True,0
41,0.001,0.44233968845210814,5.57112380888327,2.81080004299844,13.464532376866627,12.384025121794972,8.375408526753656,5.629826519622475,7.893408567983357,9.573225078796533,2.8042847178703862,2.8190264766240354,214833375.0,0.45994500385390386,5.683342029060956,2.86054271982422,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.76372630714075,9.495700449435349,2.790029373050576,2.8246514784427306,28040518.0,5.683342029060956,True,0
42,0.001,0.44272348450775373,5.573522359706844,2.8095507497962084,13.463591170324916,12.3833782716489,8.376107474925442,5.629564022582618,7.890068810618072,9.57382752185269,2.802585115218598,2.8200132727864093,214833375.0,0.46397593484984506,5.708683424042174,2.8474921896949263,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.738384912159532,9.508750979564642,2.7646879780693574,2.837702008572024,28040518.0,5.683342029060956,False,1
43,0.001,0.4413874613399729,5.565319909907684,2.8042924080115577,13.46419825059393,12.383818196311443,8.375374695520224,5.629423039483506,7.898878340686245,9.579525788299886,2.8100547856125395,2.8251306314719487,214833375.0,0.4608794709046682,5.689492851844079,2.887499269806642,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.757575484357627,9.468743899452928,2.7838785502674526,2.7976949284603085,28040518.0,5.683342029060956,False,2
44,0.001,0.43992314135923416,5.555982403326212,2.7974554235928193,13.464010560816291,12.383625964773863,8.374998119928538,5.629345289110689,7.9080281574900795,9.586170541181044,2.819015716602326,2.8318898655178697,214833375.0,0.45717912117640175,5.666218950892689,2.859177543546093,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.7808493853090175,9.497065625713477,2.807152451218843,2.8260166547208576,28040518.0,5.666218950892689,True,0
45,0.001,0.43891400815454745,5.549023065849196,2.7937773536118398,13.463696904580651,12.383452900416428,8.374657611623878,5.629001111326394,7.914673838731455,9.589675546804589,2.8256345457746814,2.8352237577145543,214833375.0,0.4660793297820621,5.721621039245473,2.868857794460145,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.725447296956233,9.487385374799423,2.7517503628660585,2.8163364038068055,28040518.0,5.666218950892689,False,1
46,0.001,0.43852306670806973,5.547383851677605,2.791720170923163,13.464362130082742,12.384039013956746,8.375540729742616,5.629236646773342,7.9169782784051375,9.592318843033583,2.828156878065011,2.837516475850179,214833375.0,0.4570723414421082,5.665727941600773,2.82877839935054,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.781340394600933,9.52746476990903,2.807643460510759,2.8564157989164105,28040518.0,5.665727941600773,True,0
47,0.001,0.4379092592123317,5.542669665207649,2.7886437983623353,13.463381723258607,12.383055714690514,8.375875381930944,5.6292653387770875,7.920712058050958,9.594411916328179,2.8332057167232954,2.840621540414752,214833375.0,0.4592954377333323,5.679281838447406,2.8280665254650432,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.7677864977543,9.528176643794525,2.7940895636641256,2.8571276728019073,28040518.0,5.665727941600773,False,1
48,0.001,0.43657685444851424,5.534381457898665,2.7828579573588135,13.464061546040398,12.383698568716337,8.375447580364112,5.629563836391808,7.929680088141732,9.600840611357523,2.8410661224654463,2.846705879032995,214833375.0,0.4566815177599589,5.6635081851872435,2.859119812355107,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.783560151014463,9.497123356904462,2.8098632169242883,2.8260743859118436,28040518.0,5.6635081851872435,True,0
49,0.001,0.43592920960568965,5.531136217258242,2.780072411933202,13.464394318449711,12.384184833943982,8.375367292123482,5.62951752200979,7.93325810119147,9.604112422010779,2.84423107486524,2.849445110076588,214833375.0,0.45634004672368367,5.661017868652742,2.8501051630001983,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.786050467548964,9.50613800625937,2.81235353345879,2.835089035266752,28040518.0,5.661017868652742,True,0
50,0.001,0.4345628367491132,5.5217524554841315,2.774026358218317,13.465729751186398,12.38500029732345,8.376432275283392,5.63042911977713,7.9439772957022665,9.610973939105133,2.8546798197992604,2.856402761558813,214833375.0,0.4590240352683597,5.677568729260926,2.8023629993211965,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.76949960694078,9.553880169938372,2.7958026728506056,2.882831198945754,28040518.0,5.661017868652742,False,1
51,0.001,0.4332767745966086,5.513456255741933,2.767573902041524,13.464620356002031,12.384283825778931,8.37428750101132,5.629145805441078,7.951164100260098,9.616709923737407,2.860831245269387,2.8615719033995535,214833375.0,0.4557222763697306,5.65715407708536,2.8401646213347416,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.789914259116347,9.516078547924828,2.816217325026172,2.845029576932209,28040518.0,5.65715407708536,True,0
52,0.001,0.43300266542043153,5.511629103900698,2.765929584381384,13.464234238746778,12.38379043642544,8.375275904846529,5.6294429578272,7.95260513484608,9.617860852044055,2.8636468009458307,2.863513373445816,214833375.0,0.45186296436521745,5.632793018892728,2.8333680769556397,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.8142753173089785,9.522875092303929,2.840578383218804,2.8518261213113107,28040518.0,5.632793018892728,True,0
53,0.001,0.43208989116453356,5.5059087005231735,2.762162723203506,13.463914056344995,12.383375208810083,8.375786707213809,5.629528848229471,7.958005355821822,9.621212485606577,2.8698780066906355,2.867366125025965,214833375.0,0.4530789852142334,5.640579832166831,2.8266497675791866,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.806488504034875,9.529593401680383,2.8327915699447006,2.858544430687764,28040518.0,5.632793018892728,False,1
54,0.001,0.43148533523607113,5.500984884157236,2.759181305919064,13.464603003043596,12.384095525194816,8.376164660538553,5.629883673800684,7.96361811888636,9.624914219275752,2.8751797763813167,2.87070236788162,214833375.0,0.4524909767839644,5.637241622258498,2.8307586454002025,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.809826713943209,9.525484523859367,2.8361297798530343,2.854435552866748,28040518.0,5.632793018892728,False,2
55,0.001,0.43075133663468346,5.496325631767788,2.7558177043604144,13.463871349939755,12.383598479519302,8.37474173564829,5.629141475341064,7.967545718171967,9.627780775158888,2.878416103880501,2.8733237709806496,214833375.0,0.4557325475745731,5.657395407834289,2.8683174380016805,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.789672928367417,9.487925731257889,2.8159759942772427,2.81687676026527,28040518.0,5.632793018892728,False,3
56,0.001,0.42980474347243214,5.49151487574957,2.752789829268846,13.464585686707489,12.383980810709696,8.376423134594981,5.629740099158243,7.9730708109579185,9.63119098144085,2.884908258845411,2.8769502698893974,214833375.0,0.45301665332582264,5.640611718126116,2.8419723959807017,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.8064566180755905,9.514270773278866,2.832759683985416,2.8432218022862488,28040518.0,5.632793018892728,False,4
57,0.001,0.42838948842717056,5.482271647548405,2.7468623665899212,13.463828856365103,12.38329257965621,8.375591649764477,5.629303805798331,7.981557208816698,9.636430213066289,2.893320002216072,2.88244143920841,214833375.0,0.4573035465346442,5.66790775212947,2.84444742381364,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.779160584072236,9.51179574544593,2.8054636499820615,2.8407467744533106,28040518.0,5.632793018892728,False,5
58,0.001,0.42789239460422146,5.479874472404975,2.747561599483786,13.463687634931798,12.383575489609099,8.375101742555241,5.629032856277568,7.983813162526823,9.636013890125312,2.895227270150266,2.8814712567937826,214833375.0,0.4537479321161906,5.645021894754812,2.812017483949476,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.802046441446894,9.544225685310092,2.8283495073567195,2.8731767143174745,28040518.0,5.632793018892728,False,6
59,0.001,0.4269949552600335,5.473379031328109,2.7410843979665636,13.463361283354947,12.383288516041793,8.37445623144095,5.62872712631359,7.989982252026838,9.64220411807523,2.901077200112841,2.8876427283470267,214833375.0,0.4513615760538313,5.63041890372897,2.7963049889092635,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.816649432472737,9.559938180350306,2.8429524983825623,2.888889209357687,28040518.0,5.63041890372897,True,0
60,0.001,0.42626715414335303,5.46861617917151,2.7385266799793095,13.46436180718921,12.383703057078538,8.376243893621194,5.629745805324708,7.9957456280176995,9.64517637709923,2.907627714449683,2.8912191253453985,214833375.0,0.4513696471850077,5.6303581831815,2.8091593430977273,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.816710153020206,9.547083826161842,2.8430132189300314,2.876034855169223,28040518.0,5.6303581831815,True,0
61,0.001,0.42549089663539114,5.463611705483701,2.734930488861426,13.464912106094603,12.38439234592856,8.375908844358175,5.629762204080255,8.001300400610901,9.649461857067134,2.9122971388744743,2.8948317152188294,214833375.0,0.4497627794742584,5.619950889930712,2.7993041912599477,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.827117446270995,9.556938977999621,2.8534205121808203,2.885890007007003,28040518.0,5.619950889930712,True,0
62,0.001,0.42511438650469624,5.461707207192402,2.733466522601528,13.464878583883076,12.384206155119054,8.376987539088185,5.630018649336957,8.003171376690673,9.650739632517526,2.915280331895783,2.8965521267354295,214833375.0,0.4523018227683173,5.6360883417978425,2.806335416128903,13.447068336201706,12.35624316925957,8.473371402111532,5.6851941982669505,7.810979994403864,9.549907753130666,2.8372830603136894,2.8788587821380474,28040518.0,5.619950889930712,False,1
